editorid,name
92443,"Kemplen, Ralph"
92500,"Keneshea, Ellen"
92590,"Kennedy, Patrick (I)"
92677,"Kent, Melissa (I)"
92687,"Kent, Ted J. (I)"
92749,"Keramidas, Harry"
92769,"Kergoat, Yannick"
92810,"Kern, David (I)"
92812,"Kern, Hal C."
92822,"Kern, Robert (I)"
92823,"Kern, Robert James"
92888,"Kerr, William (I)"
93413,"Kiarostami, Abbas"
93558,"Kikuchi, Jun'ichi"
93648,"Killifer, Jack"
94157,"King, Dave (II)"
94472,"Kirby, Peter (II)"
94581,"Kirkman, David"
94611,"Kirpaul, Amanda I."
94738,"Kitano, Takeshi"
94843,"Kjornes, Keith"
94938,"Klee, Walter"
95029,"Klein, Saar"
95137,"Klevin, Sloane"
95208,"Kling, Elizabeth"
95223,"Klingman, Lynzee"
95268,"Kloomok, Darren"
95292,"Klotz, Georges"
95294,"Klotz, Joe"
95366,"Knapp, Harry V."
95642,"Knudtson, Frederic"
95643,"Knudtson, Frederic L."
95645,"Knue, Michael N."
95729,"Kobrin, Rob (I)"
95834,"Koefoed, Christopher"
95836,"Koehler, Bonnie"
95902,"Koford, James"
96211,"Kolster, Clarence"
96271,"Komosinska, Krystyna"
96350,"Koning, Jessica de"
96563,"Korda, Susan"
97272,"Krajewski, Guido"
97616,"Kress, Carl (I)"
97617,"Kress, Harold F."
97618,"Kress, Mitchell"
97721,"Krish, Justin"
97767,"Kristersson, Mikael"
97865,"Kroll, Eva"
97879,"Kronegger, Janette"
97968,"Kruglova, Vera"
98184,"Kubrick, Stanley (I)"
98704,"Kuroiwa, Yoshitami"
98715,"Kurosawa, Akira"
98729,"Kurson, Jane"
98780,"Kusama-Hinte, Jeffrey"
98799,"Kushner, Jeff"
98947,"Kwei, James Y."
98997,"Kwong, Chi-Leung"
99155,"Köster, Beate"
99271,"La Villa, Mauro"
99386,"LaBrie, Richard"
99422,"Lacerda, Felipe"
99578,"Lafarge, Anne"
99597,"Lafferty, John (I)"
99723,"Lah, Nikita"
99764,"Lahti, James"
99894,"Lakshmanan, Lila"
100114,"Lambert, Robert K."
100119,"Lambert, Sean K."
100407,"Landis, Evan"
100433,"Landra, Sylvie"
100437,"Landres, Danny B."
100625,"Lang-Willar, Suzanne"
100644,"Lange, Bruce"
100748,"Langlois, L. James"
100753,"Langlois, Yves (I)"
100755,"Langmann, Arlette"
101395,"Lategan, Johan"
101512,"Laub, Marc"
101521,"Laubscher, Tiny"
101544,"Laufer, Erez"
101732,"Laverrière, Pascale"
101862,"Lawrence, Chris (I)"
101906,"Lawrence, Neil (I)"
101918,"Lawrence, Robert (I)"
101921,"Lawrence, Stephen (II)"
101927,"Lawrence, Viola"
101981,"Lawson, Tony (I)"
102036,"Lazare, Corinne"
102162,"Le Hénaff, René"
102403,"Lebental, Dan"
102404,"Lebenzon, Chris"
102526,"LeCompte, Rick"
102538,"Lecorne, Guy"
102631,"Lee III, M. David"
102643,"Lee, Allan (II)"
102654,"Lee, Ang"
103126,"Lee, Spike"
103204,"Lee-Thompson, Peter"
103365,"Legon, Sarah"
103550,"Leighton, Robert (I)"
103551,"Leighton, Warner E."
103581,"Leirer, Barry B."
103698,"Lelouch, Claude"
103792,"Lemon, Max"
103910,"Lenny, Bill"
104013,"Leonard, David (II)"
104065,"Leonardi, Pierluigi"
104181,"Lepselter, Alisa"
104194,"Lerea, Yaffa"
104214,"Lerner, Carl"
104218,"Lerner, Irving"
104278,"Lesiak, Urszula"
104484,"Leupen, Elmer"
104519,"LeVanway, William"
104635,"Levin, Sidney"
104671,"Levine, Michael (III)"
104836,"Levy, Stuart (II)"
104917,"Lewis, Ben (I)"
104958,"Lewis, Elen Pierce"
104960,"Lewis, Emir"
105093,"Lewis, Tom (III)"
105408,"Lichtenstein, Adam"
105419,"Lichtig, Renée"
105691,"Lim, Abraham"
105806,"Limmer, Caroline"
105816,"Limperis, Constantine"
106018,"Linder, Stu"
106187,"Link Sr., John F."
106190,"Link, John F."
106225,"Linnman, Susanne"
106480,"Littenberg, Susan"
106535,"Littleton, Carol"
106717,"Livingston, Roy V."
106721,"Livingston, Victor"
106726,"Livingstone, Russell"
106796,"Llande, Ian"
106892,"Lloyd, Russell (I)"
106931,"Lo, Mayin"
107130,"Loeffler, John"
107131,"Loeffler, Louis R."
107148,"Loewenthal, Daniel"
107287,"Loiseleux, Valérie"
107372,"Lombardo, Lou (I)"
107379,"Lombardo, Tony (I)"
107410,"London, Andrew (I)"
107424,"London, Melody"
107924,"Lorente, Isabelle"
108053,"Lossignol, Frédéric"
108088,"Lottman, Evan A."
108162,"Louis, Stéphanie"
108211,"Louveau, Geneviève"
108223,"Louwrier, Wim"
108260,"Lovejoy, Ray"
108263,"Lovejoy, Stephen (I)"
108294,"Lovering, Otho"
108302,"Lovett, Robert Q."
108309,"Lovitt, Bert"
108330,"Low, Warren (I)"
108576,"Lubtchansky, Jean-Claude"
108620,"Lucas, George (I)"
108645,"Lucas, Marcia"
108727,"Luciano, Michael (III)"
108738,"Lucidi, Renzo"
108811,"Ludwig, Otto (I)"
109241,"Lusk, Skip"
109252,"Lussier, Patrick (I)"
109358,"Luze, Hélène de"
109470,"Lynch, David (I)"
109600,"Lyon, William A."
109614,"Lyons, James (I)"
109690,"Látalová, Marta"
109737,"Lévy, Vincent"
109911,"López, Soledad"
110151,"MacArthur, Andrea"
110469,"Mack, Stephen (I)"
110547,"Mackie, Alex (I)"
110701,"Macrorie, Alma"
110718,"Macías, Juan Carlos (I)"
110782,"Maddin, Guy"
110975,"Maganini, Elena"
111026,"Maggi, Susan"
111047,"Magidson, Mark (II)"
111053,"Magill, Michael"
111415,"Mainka-Jellinghaus, Beate"
111555,"Mak, Marco"
111591,"Makhmalbaf, Mohsen"
111598,"Makiej, Jim"
111847,"Malkin, Barry (I)"
111904,"Mallinson, Matthew"
112095,"Mamou, Sabine"
112233,"Mandell, Daniel (I)"
112567,"Manning, Mick"
112579,"Manning, Terry (I)"
112653,"Mansell, Edward"
112672,"Mansfield, W. Duncan"
112750,"Manton, Marcus"
113103,"Marcombe, Dominique"
113151,"Marcus, Andrew (I)"
113173,"Marcus, Nina"
113191,"Marden, Richard"
113518,"Mark, Stephen (I)"
113533,"Marker, Harry"
113541,"Markey, Mary Jo"
113657,"Marks, Owen"
113660,"Marks, Richard (I)"
113913,"Marrinson, William"
113921,"Marrison, Rene"
114220,"Martin Jr., Quinnie"
114291,"Martin, David (II)"
114424,"Martin, Pamela (II)"
114462,"Martin, Rusty (I)"
114485,"Martin, Simon (II)"
114493,"Martin, Susan (V)"
114519,"Martin, Yvonne (I)"
114884,"Martschewski, Vessela"
115115,"Martínez, Rolando (I)"
115170,"Marx, Ed"
115172,"Marx, Frederick"
115180,"Marx, Richard (I)"
115246,"Masamitsu, Chip"
115307,"Maslansky, Judd H."
115575,"Mastroianni, Ruggero"
116209,"Mauffroy, Olivier"
116701,"Mazuy, Patricia"
116731,"Mazzola, Frank"
116783,"McAdoo, Tom"
116846,"McArdle, Tom (I)"
116902,"McCabe, Anne (I)"
117252,"McCoppen, Marilyn"
117875,"McGirr, Joseph"
117927,"McGowan, Kate"
118154,"McIntyre, Alastair"
118222,"McKay, Craig (I)"
118229,"McKay, Jim (I)"
118494,"McLaughlin, G. Gregg"
118529,"McLean, Barbara (I)"
118612,"McLernon, Harold"
118644,"McMahon, Patrick (I)"
118750,"McMurtry, Tom (I)"
118768,"McNally, Jim (I)"
118982,"McSweeney Jr., John"
119203,"Medico, Ron"
119826,"Melnick, Mark"
119873,"Melton, James (II)"
119962,"Mendelsohn, Eric"
120174,"Meniconi, Enzo"
120185,"Menke, Sally"
120188,"Menkes, Nina"
120189,"Menkes, Tinka"
120316,"Mercanton, Victoria"
120473,"Merlin, Claudine"
120537,"Merritt, John (II)"
120617,"Meshover, William J."
120870,"Meyer Burnett, Robert"
120893,"Meyer, David (VI)"
120942,"Meyer, Muffie"
120949,"Meyer, Otto (I)"
120957,"Meyer, Richard C."
120965,"Meyer, Russ (I)"
121438,"Migel, Robyn T."
121461,"Mignatti, Victor"
121751,"Milford, Gene"
121839,"Miller III, Harry B."
121848,"Miller, Alan (I)"
121975,"Miller, Greg (I)"
122017,"Miller, Jim (II)"
122110,"Miller, Michael R. (I)"
122215,"Miller, Todd E."
122290,"Mills, Ann E."
122331,"Mills, Reginald (I)"
122502,"Minasian, Armen"
122682,"Miosic, Miran"
122815,"Mirkovich, Steve"
122842,"Mirrione, Stephen"
123053,"Mitchell, James (II)"
123208,"Mittelman, Gina"
123280,"Miyazaki, Hayao"
123735,"Mol, Jim (I)"
123786,"Molin, Bud"
123799,"Molina, Dan (I)"
123868,"Moll, James"
123900,"Mollo, Cindy"
124044,"Mondshein, Andrew"
124177,"Monroe, Julie"
124225,"Montagu, Ivor"
124463,"Monthieux, Maryline"
124743,"Moore, James (XV)"
124793,"Moore, Lynel"
124816,"Moore, Millie"
124820,"Moore, Nick (II)"
124828,"Moore, Patrick (I)"
124875,"Moore, Steve R."
124900,"Moore, Tyler Wolfgang"
125142,"Moran, Jane"
125545,"Morgan, Randy Jon"
125575,"Morgan, William (I)"
125714,"Moritz, David (I)"
125797,"Morra, Mario"
125899,"Morris, Jonathan (I)"
125918,"Morris, Lorne"
125989,"Morrisey, Ken"
126070,"Morriss, Frank (I)"
126140,"Morse, Susan E."
126141,"Morse, Terry O."
126362,"Mosier, Scott"
126686,"Moutard, Jeanne"
126689,"Moutier, Aurore"
126692,"Mouton, Marcelle"
126889,"Mueller, Niels"
127030,"Mulconery, Walt"
127122,"Muller, Frederick"
127160,"Mullin, Charlie"
127302,"Munguía, José Juan"
127472,"Murawski, Bob"
127477,"Murch, Walter"
127578,"Murphy, Bill (III)"
127690,"Murphy, Mike (IV)"
127711,"Murphy, Paul (VIII)"
127759,"Murphy, William B. (II)"
127806,"Murray, Jack (I)"
127996,"Muska, Susan"
128283,"Myers, Stephen R."
128333,"Myrick, Daniel"
128499,"Møldrup, Grete"
128704,"Nadel, Arthur H."
128729,"Nae, Victorita"
128841,"Nahler, Britta"
129004,"Nakashima, Marsha"
129584,"Navarro, Jess"
129729,"Neal, John (II)"
129794,"Nedd-Friendly, Priscilla"
129827,"Needs, James"
129884,"Negron, Joel"
129886,"Negroponte, Michel"
129894,"Nehme, Tania"
129923,"Neil-Fisher, Debra"
129925,"Neilan Jr., Marshall"
129981,"Nelissen, Émilienne"
130011,"Nelson Jr., Argyle"
130037,"Nelson, Charles (I)"
130360,"Netten, Gerrit"
130527,"Nevius, Steven"
130562,"Newby, Chris"
130565,"Newcom, James E."
130634,"Newman, Eve"
130737,"Newton, Robert E."
130942,"Niami, Ramin"
131000,"Nichols Jr., George"
131081,"Nicholson, Martin (I)"
131138,"Nico, Willard"
131464,"Nikel, Hannes"
131626,"Nims, Ernest J."
131680,"Nishida, Shigeo"
131859,"Noble, Thom"
131988,"Nolan, Christopher (I)"
132003,"Nolan, Maureen (I)"
132084,"Noonan, Tom (I)"
132109,"Nord, Richard"
132120,"Nordberg, Thomas J."
132184,"Noriega, Joseph"
132386,"Nosler, Lloyd"
132418,"Notowitz, David"
132504,"Novelli, Adriana (I)"
132598,"Nownes, James E."
132627,"Noé, Gaspar"
132735,"Nunez, Victor"
132793,"Nutt, John (I)"
132842,"Nyby, Christian"
132853,"Nygard, Roger (I)"
133025,"O'Brien, John (I)"
133122,"O'Connell, Maureen (I)"
133163,"O'Connor, Dennis M."
133333,"O'Hagan, John"
133449,"O'Meara, Carroll Timothy"
133512,"O'Neill, Howard"
133615,"O'Steen, Sam"
134028,"Ogata, Harutoshi"
134195,"Ohta, Yoshinori"
134274,"Okasaki de Freitas, Regina"
134279,"Okazaki, Steven"
134333,"Okuhara, Yoshiyuki"
134362,"Olafsdóttir, Gréta"
135081,"Oppenheim, Jonathan (I)"
135640,"Osada, Chizuko"
135651,"Osbiston, Alan"
135997,"Ottey, Oral Norrie"
136003,"Ottman, John"
136274,"Oxman, Alan"
136423,"Pace, John (I)"
136449,"Pacheco, Joe (I)"
136667,"Page, A. Michael"
136725,"Paggi, Simona"
136785,"Paige, Meredith"
136799,"Paine, Emily"
137157,"Palmer, Norman R."
137200,"Palmquist, Dan"
137269,"Pan, Hsiung"
137272,"Pan, Kant"
137303,"Panahi, Jafar"
137429,"Pankow, Bill"
137534,"Paonessa, Donald"
137701,"Pappé, Stuart H."
137776,"Parasheles, Peter"
137811,"Pardo, Fernando"
138001,"Park, Gok-ji"
138228,"Parker, Michael (III)"
138278,"Parker, Trey (I)"
138312,"Parkinson, Michael (I)"
138488,"Parry, Tamsin"
138813,"Patch, Jeffrey C."
138901,"Paterson, Tony (I)"
139122,"Pattillo, Alan"
139284,"Paulsen, Craig"
139710,"Pearson, Richard (I)"
139883,"Peehl, Susan"
139938,"Pei, Xiaonan"
140128,"Peltier, Kenout"
140288,"Pennebaker, D.A."
140301,"Penney, John (I)"
140395,"Peppe, Chris"
140462,"Percy, Lee (I)"
140718,"Pergament, Robert"
140819,"Perler, Gregory"
140883,"Peroni, Geraldine"
141451,"Peterson, H. Lee"
141504,"Peterson, Roy E."
141662,"Petrot, Dominique"
141760,"Pettit, Suzanne (I)"
142042,"Phenix, Lucy Massie"
142047,"Phifer Mate, Wende"
142557,"Pierce, Bruce B."
142720,"Pignier, Gina"
142829,"Pillsbury, Suzanne"
142900,"Pincus, David (I)"
143201,"Pires, Jay"
143399,"Pivar, Maurice"
143462,"Piñeyro, Yvette"
143469,"Piórecki, Zenon"
143628,"Plemiannikov, Hélène"
143653,"Plisco, Sabrina"
143677,"Plotch, Joel (I)"
143686,"Plotts, Gregory F."
143773,"Poche, Helga"
143961,"Pokras, Barbara"
143977,"Polakow, Michael E."
144034,"Poliks, Edmund"
144063,"Polivka, Steve"
144086,"Poll, Jon"
144125,"Pollard, Samuel D."
144177,"Polonsky, Sonya"
144193,"Poltermann, Barry"
144244,"Pomeroy, John (II)"
144655,"Porter, Brereton"
144924,"Potter, Steve (I)"
144995,"Poulton, Raymond"
145075,"Powell, Homer"
145134,"Power, Pamela (I)"
145195,"Pozer, John"
145295,"Prange, Gregory"
145370,"Pratt, Thomas (I)"
145388,"Pray, Doug"
145733,"Priestley, Tom (I)"
145788,"Prim, Monique"
145865,"Prior, Jim (I)"
145869,"Prior, Peck"
146173,"Pryor, Ted"
146180,"Przygodda, Peter"
146207,"Psenny, Armand"
146281,"Puente, Carlos (I)"
146298,"Puett, Dallas"
146508,"Purgason, Douglas"
146542,"Purser, Justin"
146558,"Purwins, Evelyn"
146604,"Putnikovic, Petar"
146853,"Pérez, Robinson"
146922,"Qin, Lei"
146948,"Quadri, Jacopo"
146953,"Quaglia, Massimo"
146964,"Quale, Steven"
147072,"Quettier, Nelly"
147444,"Rabinowitz, Jay"
147656,"Rae, Dan (I)"
147859,"Rahmanpour, Ramin"
147896,"Raimi, Sam"
147916,"Rainer, Yvonne"
148228,"Ramirez, David (I)"
148274,"Ramirez, Steven (I)"
148439,"Ramsay, Todd C."
148579,"Rand, Patrick"
148607,"Randel, Tony"
148835,"Rappaport, Mark (I)"
149024,"Rathery, Isabelle"
149054,"Ratliff, George (I)"
149211,"Ravok, Brian"
149224,"Rawley, Fabienne"
149233,"Rawlings, Terry"
149236,"Rawlins, David (I)"
149268,"Ray, David (I)"
149287,"Ray, Kimberly"
149360,"Raynal, Jackie"
149480,"Reali, Carlo"
149487,"Reamer, Keith"
149683,"Redman, Anthony (I)"
149864,"Rees, Charles (I)"
149930,"Reeve, Spencer"
149958,"Refn, Anders"
149962,"Refoua, John"
150017,"Regnier, Inez"
150121,"Reichwein, Michiel"
150266,"Reilly, Thomas (I)"
150314,"Reiner, Jeffrey"
150443,"Reitano, Robert M."
150687,"Rennie, David (I)"
150699,"Renoir, Marguerite"
150762,"Represa, Guillermo"
150846,"Reticker, Meg"
150856,"Rettberg, Kimberly"
150864,"Retz, Florent"
151109,"Reynolds, Emer"
151110,"Reynolds, Frank (II)"
151147,"Reynolds, Renn"
151163,"Reynolds, William (II)"
151238,"Rhett, Cecily"
151260,"Rhoads, Lee"
151415,"Ricard, Florence (I)"
151498,"Rice, Harold (III)"
151531,"Rich, Dan M."
151543,"Rich, Lionel"
151629,"Richards, John (III)"
151669,"Richards, Thomas (I)"
151711,"Richardson, Henry (I)"
151731,"Richardson, Lloyd L."
151742,"Richardson, Nancy (I)"
152064,"Riegel, Tatiana S."
152201,"Rigó, Mária"
152487,"Ripps, Michael"
152798,"Rivkin, Stephen E."
153028,"Roberts, Alan (I)"
153162,"Roberts, Randy (I)"
153225,"Robertson, Andy (I)"
153239,"Robertson, Douglas (I)"
153255,"Robertson, Hugh A."
153453,"Robinson, Keith (I)"
153515,"Robinson, Steven (I)"
153854,"Rodgers, Al (I)"
154076,"Rodriguez, Ignacio Cayetano"
154143,"Rodriguez, Robert (I)"
154379,"Roeck, Peter"
154618,"Roggero, Charles"
154685,"Rohrs, Casey O."
154782,"Rojo, José Antonio (I)"
154791,"Rokob, Magdolna"
154840,"Rolf, Tom"
154880,"Rolnick, Eric"
155078,"Romero, George A. (I)"
155143,"Romolo, Frank"
155236,"Ronzeau, Claude"
155238,"Ronzoni, Raphaela"
155290,"Roose, Ronald"
155380,"Rosada, Maria"
155535,"Rose, Margarete"
155604,"Rosen, Dan (III)"
155658,"Rosenberg, Deborah"
155673,"Rosenberg, John (II)"
155703,"Rosenbloom, David (I)"
155714,"Rosenblum, Nancy"
155715,"Rosenblum, Ralph"
155716,"Rosenblum, Steven"
155763,"Rosenstock, Harvey"
155772,"Rosenthal, Leslie (I)"
155838,"Ross Betz, Andre"
155863,"Ross, Caroline (I)"
155980,"Ross, Sharyn L."
155998,"Rossberg, Susana"
156069,"Rossi, Rita (II)"
156242,"Rothmaier, Ryan"
156249,"Rothman, Marion"
156293,"Rotter, Stephen A."
156301,"Rotundo, Nick"
156323,"Rouffio, Sophie"
156331,"Rougerie, Marie-Christine"
156381,"Rouse, Christopher (I)"
156539,"Rowland, Geoffrey"
156642,"Roy, Rita (I)"
156766,"Rubacky, Louise"
156786,"Rubell, Paul"
157094,"Ruggiero, Eva"
157095,"Ruggiero, Gene"
157139,"Ruiz Capillas, Nacho"
157387,"Ruscio, Michael"
157457,"Russell, Esther P."
157503,"Russell, Robin (I)"
157581,"Russow, Collette"
157585,"Rust, Henri"
157715,"Ruys, Ton"
157974,"Rysselinck, Monique"
158341,"Sackheim, Ken J."
158342,"Sackin, Louis"
158414,"Sadoff, Martin Jay"
158983,"Salcedo, José (I)"
159066,"Sales, Leander T."
159068,"Sales, Robin"
159078,"Salfa, Amedeo"
159079,"Salfas, Stan"
159116,"Salier, M. Edward"
159171,"Salk, Lorraine"
159211,"Sallows, Ken"
159242,"Salmon, Keith (I)"
159307,"Salter, David Ian"
159328,"Saluja, Renu"
159604,"Samuel, Annellie Rose"
159856,"Sandberg, Francine"
159918,"Sanders, John (II)"
159925,"Sanders, Mark (I)"
159944,"Sanders, Ronald (I)"
160106,"Sanford, Kate (I)"
160215,"Sansevieri, Marcelo"
160245,"Santacana, Alfonso"
160272,"Santamaría, Miguel Ángel"
160695,"Sarch, Oren"
161116,"Saunders, Desmond"
161177,"Sauvion, Patrick"
161186,"Savage, Carlos"
161209,"Savage, Norman"
161296,"Savitt, Jill"
161364,"Sawyer, William A."
161385,"Saxon, David (I)"
161396,"Sayad, Changiz"
161422,"Sayles, John (I)"
161497,"Scalia, Pietro"
161534,"Scantlebury, Glen"
161672,"Schaeffer, Chester W."
161710,"Schaffer, Lauren A."
161786,"Scharf, William S."
161824,"Schaufele, David"
161876,"Schefter, Eric"
161895,"Scheider, Cynthia"
161939,"Schelling, 'Bud'"
161993,"Scherick, Gregory (I)"
162042,"Schiaffi, Lucas"
162132,"Schiller, Greta"
162185,"Schink, Peter"
162352,"Schmeer, Karen"
162404,"Schmidt, Arthur (I)"
162405,"Schmidt, Arthur P."
162502,"Schmidt, Wayne"
162604,"Schneid, Hervé"
162673,"Schneider, Ken (I)"
162675,"Schneider, Kim (I)"
162745,"Schnit, Kurt"
162800,"Schoenfeld, Brent A."
162809,"Schoengarth, Russell F."
162887,"Schoolnik, Skip"
162891,"Schoonmaker, Thelma"
163249,"Schultz, Michael (III)"
163403,"Schwab, Agnès"
163478,"Schwartz, Elizabeth (I)"
163562,"Schwarz, Jeffrey"
163613,"Schweitzer, Michael (I)"
163816,"Scott, Adam P."
163927,"Scott, John (II)"
164022,"Scott, Thomas (I)"
164130,"Seabourne Sr., John"
164204,"Sears, B.J."
164210,"Sears, Eric A."
164286,"Secrist, Kim"
164362,"Seelig, J. Douglas"
164404,"Segal, Jean-Pierre"
164504,"Seid, Art"
164505,"Seid, Tom"
164593,"Seith, Leon"
164596,"Seitz, Jane"
164710,"Selkirk, Jamie"
164797,"Selzer, Tony"
164814,"Semel, Stephen"
164828,"Semilian, Julian"
164854,"Semprún, Colette"
164858,"Semyonova, Leda"
165004,"Seppey, Robert P."
165046,"Serandrei, Mario"
165181,"Serrallonga, Giorgio"
165236,"Serris, Catherine"
165427,"Sewell, Blanche"
165462,"Seyama, Takeshi"
165466,"Seydor, Paul"
165691,"Shaine, Rick"
165828,"Shanks, Susan"
165906,"Shapiro, Melvin"
165935,"Sharfin, Gary"
166041,"Sharp, Colleen"
166134,"Shauly, Doron"
166188,"Shaw, Jonathan P."
166283,"Shea, William (I)"
166439,"Sheldon, E. Lloyd"
166440,"Sheldon, Greg (I)"
166444,"Sheldon, Ralph"
166542,"Shepard, Gerald"
166677,"Sheridan, Michael J."
166687,"Sherin, Anthony"
166818,"Shick, Danny"
166966,"Shin, Wong Yee"
167005,"Ship, Trudy"
167020,"Shipton, Susan"
167057,"Shirley, John (I)"
167318,"Shropshire, Terilyn A."
167363,"Shugart, Joe"
167366,"Shugrue, Robert F."
167477,"Shuzui, Fusako"
167493,"Si Ramdane, Babeth"
167575,"Sider, Larry"
167655,"Siegel, David (I)"
167677,"Siegel, Stan"
167876,"Silk, Lawrence"
167879,"Silkensen, Steve"
168039,"Silver, Barry S."
168083,"Silverman, Cara"
168128,"Silvi, Franca"
168130,"Silvi, Roberto"
168258,"Simmons, Charles (I)"
168265,"Simmons, David A."
168388,"Simoncelli, Carla"
168493,"Simpson, Claire (I)"
168546,"Simpson, Robert L."
168658,"Sinclair, Ronald (I)"
168864,"Sinise, Robert L."
168886,"Sinofsky, Bruce"
168909,"Siphron, Rider"
169100,"Sixel, Margaret"
169456,"Slade, Angela"
169969,"Smith, Bud S."
170191,"Smith, Howard A."
170192,"Smith, Howard E."
170213,"Smith, James (I)"
170258,"Smith, John (VI)"
170315,"Smith, Kevin (I)"
170343,"Smith, Lee (II)"
170365,"Smith, M. Scott"
170448,"Smith, Nicholas C."
170478,"Smith, Paul Martin"
171069,"Soderbergh, Steven"
171375,"Solomon, Ken (I)"
171377,"Solomon, Mark (I)"
171665,"Sopel, Anne"
171698,"Sordoni, Daniele"
172014,"Sousselier, Brigitte"
172035,"Southerland, Lynne"
172166,"Spang, Ron"
172247,"Sparr, Rick"
172365,"Spence, John (I)"
172399,"Spencer, Dorothy"
172497,"Spiegel, Bruce (II)"
172515,"Spielberg, Steven"
172599,"Spione, James"
172653,"Spivey, Susan"
172679,"Spolan, Michael"
172728,"Sprague, Richard M."
172886,"Squyres, Tim"
172974,"St. Mary, Robert"
173056,"Staenberg, Zach"
173070,"Stafford, Fred"
173080,"Stafford, Robert (I)"
173252,"Stanford, Thomas"
173326,"Stanley, Mitchel"
173334,"Stanley, Shane"
173395,"Stanzler, Wendey"
173951,"Steinberg, Betty"
174027,"Steininger, Karin"
174033,"Steinkamp, Fredric"
174034,"Steinkamp, Karl F."
174035,"Steinkamp, William (I)"
174058,"Stell, Aaron (I)"
174115,"Stensgaard, Molly Marlene"
174157,"Stephen, Mary"
174200,"Stephens, Rod (I)"
174279,"Stern, Donna"
174292,"Stern, Merril"
174432,"Stevens, Mark (III)"
174458,"Stevens, Tony (I)"
174463,"Stevenson Jr., Houseley"
174464,"Stevenson, Anson"
174481,"Stevenson, Lynn"
174485,"Stevenson, Michael A."
174491,"Stevenson, Scott (I)"
174566,"Stewart, Douglas (I)"
174577,"Stewart, Hugh (I)"
174588,"Stewart, Jim (XI)"
174817,"Stitt, Kevin"
174825,"Stiven, David"
174968,"Stokes, Terry (I)"
175064,"Stone, Gordon (III)"
175081,"Stone, Julian (II)"
175083,"Stone, LeRoy"
175175,"Stopkewich, Lynne"
175317,"Strachan, Alan"
175357,"Strand, Eric (I)"
175493,"Strecker, Cornelie"
175648,"Strock, Herbert L."
175665,"Strollo, Edward J."
175730,"Stroud, Greg (I)"
176062,"Suarez, Christian"
176211,"Sugihara, Yoshi"
176342,"Sullivan, Frank (I)"
176408,"Sullivan, Sean 'Jack'"
176606,"Sung, Shia-cheng"
176828,"Sutorius, Paul"
176907,"Suzuki, Akira (II)"
177201,"Swartwout, Tom"
177244,"Sweeney, Mary (I)"
177358,"Swink, Robert"
177486,"Symons, James R."
177569,"Szanto, Annamaria"
177571,"Szarka, William"
177740,"Sáinz de Rozas, María Elena"
177805,"Sánchez, Eduardo (II)"
177925,"Sívó, Júlia"
178113,"Tadeo, Julio"
178213,"Tai, Ka Cheung"
178237,"Taira, Kazuji"
178297,"Takaki, Troy"
178405,"Talavera, Miriam"
178508,"Tam, Patrick (I)"
178840,"Tanner, Peter (I)"
179079,"Taschner, Herbert"
179181,"Tatò, Anna Maria"
179236,"Tavares, Arthur"
179348,"Taylor, Brough"
179540,"Taylor, Peter (I)"
179625,"Tcherny, Oleg"
179685,"Tedeschi, David"
179760,"Teisseire, Monique"
179854,"Tellefsen, Christopher"
180001,"Tent, Kevin"
180059,"Terhune, William H."
180174,"Teschner, Peter"
180230,"Tetenbaum, Lawrence"
180239,"Tetoni, Charles"
180380,"Thau, Michael"
180509,"Thibaudeau, Yvann"
180620,"Thiédot, Jacqueline"
180740,"Thomas, George (V)"
180749,"Thomas, Griff (I)"
180776,"Thomas, Jeremy (III)"
180897,"Thomas, Sarah (III)"
180898,"Thomas, Scott (III)"
181191,"Thompson, Stacia (I)"
181210,"Thompson, Victoria T."
181212,"Thompson, Walter (I)"
181217,"Thoms, Jerome"
181329,"Thorndike, Karen"
181372,"Thornton, Peter (III)"
181470,"Thumpston, Neil"
181591,"Tichenor, Dylan"
181755,"Tilyard, Judd"
181822,"Timpone, Tara"
181840,"Ting, Emily (I)"
181880,"Tintori, John"
182026,"Tlatli, Moufida"
182120,"Todd, Edward"
182124,"Todd, Holbrook N."
182144,"Todd, Sherman"
182389,"Tomasini, George"
182391,"Tomassi, Vincenzo"
182571,"Toniolo, Camilla"
182674,"Topping, Lesley"
183014,"Toscano, Shelly"
183514,"Travis, Neil"
183524,"Trayler, Fiona"
183579,"Trejo, Paul (I)"
183624,"Tremlett, Toby"
183731,"Trevor, Richard"
183797,"Trigg, Derek"
183872,"Tripp, Gerald"
183930,"Troch, Ludo"
183932,"Troche, Rose"
183938,"Troeger, Andreas"
183964,"Trombetta, Leo"
183982,"Tronick, Michael"
184150,"Trumper, John"
184358,"Tsitsopoulos, Yannis"
184409,"Tsukamoto, Shin'ya"
184473,"Tubor, Morton"
184513,"Tucker, Jack (I)"
184537,"Tucker, Plummy"
184625,"Tulliver, Barbara"
184865,"Turner, Helene"
184944,"Turney-Smith, Gerald"
185071,"Twist, Derek N."
185264,"Tóth, Artin"
185650,"Unkrich, Lee"
185723,"Uraoka, Keiichi"
185797,"Uribe, Sergio"
185807,"Urioste, Frank J."
185983,"Uys, Jamie"
186740,"Van Damme, Jean-Claude"
186952,"Van Drimmelen, Antonia"
186973,"Van Eeghen, Henk"
186980,"Van Effenterre, Joële"
186994,"Van Enger, Richard L."
187225,"Van Sant, Gus"
