movieid,businesstext
1744811,"AD: 494,479 (France) (2 November 1999)
AD: 1,032,119 (Germany) (7 November 1999)
AD: 219,883 (Netherlands) (31 December 1999)
AD: 916,146 (Spain)

BT: USD 33,000,000

CP: New Line Productions, Inc.

GR: USD 205,399,422 (USA) (12 September 1999)
GR: USD 205,120,694 (USA) (5 September 1999)
GR: USD 204,213,909 (USA) (29 August 1999)
GR: USD 203,100,498 (USA) (22 August 1999)
GR: USD 201,338,123 (USA) (15 August 1999)
GR: USD 199,647,588 (USA) (8 August 1999)
GR: USD 198,003,561 (USA) (1 August 1999)
GR: USD 195,690,074 (USA) (25 July 1999)
GR: USD 190,699,168 (USA) (18 July 1999)
GR: USD 182,515,800 (USA) (11 July 1999)
GR: USD 171,355,489 (USA) (4 July 1999)
GR: USD 150,646,048 (USA) (27 June 1999)
GR: USD 116,148,215 (USA) (20 June 1999)
GR: USD 57,442,682 (USA) (13 June 1999)
GR: GBP 25,635,589 (UK) (3 October 1999)
GR: GBP 25,517,525 (UK) (26 September 1999)
GR: GBP 25,275,932 (UK) (19 September 1999)
GR: GBP 24,840,032 (UK) (12 September 1999)
GR: GBP 24,155,929 (UK) (5 September 1999)
GR: GBP 22,862,054 (UK) (29 August 1999)
GR: GBP 20,959,275 (UK) (22 August 1999)
GR: GBP 17,986,497 (UK) (15 August 1999)
GR: GBP 13,320,879 (UK) (8 August 1999)
GR: GBP 6,005,087 (UK) (1 August 1999)
GR: USD 70,200,000 (Worldwide) (12 September 1999) (except USA)
GR: USD 62,100,000 (Worldwide) (5 September 1999) (except USA)
GR: USD 60,800,000 (Worldwide) (29 August 1999) (except USA)
GR: USD 50,600,000 (Worldwide) (15 August 1999) (except USA)
GR: USD 42,000,000 (Worldwide) (8 August 1999) (except USA)
GR: ITL 663,841,000 (Italy) (10 October 1999)
GR: ITL 1,064,233,000 (Italy) (3 October 1999)
GR: ITL 958,705,000 (Italy) (26 September 1999)
GR: EUR 3,476,385 (Spain)

OW: USD 54,917,604 (USA) (13 June 1999) (3,312 screens)
OW: GBP 6,005,087 (UK) (1 August 1999) (442 screens)

SD: 9 November 1998 - 6 February 1999

WG: USD 6,827,232 (USA) (11 July 1999) (2,608 screens)
WG: USD 12,053,564 (USA) (4 July 1999) (3,091 screens)
WG: USD 18,338,740 (USA) (27 June 1999) (3,314 screens)
WG: USD 31,406,630 (USA) (20 June 1999) (3,314 screens)
WG: GBP 72,468 (UK) (3 October 1999) (130 screens)
WG: GBP 137,904 (UK) (26 September 1999) (178 screens)
WG: GBP 271,931 (UK) (19 September 1999) (229 screens)
WG: GBP 376,576 (UK) (12 September 1999) (304 screens)
WG: GBP 531,909 (UK) (5 September 1999) (401 screens)
WG: GBP 813,998 (UK) (29 August 1999) (417 screens)
WG: GBP 1,255,383 (UK) (22 August 1999) (435 screens)
WG: GBP 2,118,861 (UK) (15 August 1999) (449 screens)
WG: GBP 3,421,492 (UK) (8 August 1999) (443 screens)
WG: GBP 6,005,087 (UK) (1 August 1999) (442 screens)"
1745373,"SD: 17 March 2003 - 30 April 2003"
1745406,"AD: 1,865,868 (Italy) (31 December 2001)
AD: 72,630 (Netherlands) (31 December 2001)
AD: 46,500 (Netherlands) (31 December 2000)

BT: USD 40,000,000

GR: USD 37,752,931 (USA) (26 November 2000)
GR: USD 37,748,106 (USA) (19 November 2000)
GR: USD 37,738,257 (USA) (12 November 2000)
GR: USD 37,723,454 (USA) (5 November 2000)
GR: USD 37,698,227 (USA) (29 October 2000)
GR: USD 37,643,773 (USA) (22 October 2000)
GR: USD 37,540,141 (USA) (15 October 2000)
GR: USD 37,375,668 (USA) (8 October 2000)
GR: USD 37,079,093 (USA) (1 October 2000)
GR: USD 36,490,271 (USA) (24 September 2000)
GR: USD 35,445,797 (USA) (17 September 2000)
GR: USD 34,002,007 (USA) (10 September 2000)
GR: USD 31,976,248 (USA) (3 September 2000)
GR: USD 26,822,408 (USA) (27 August 2000)
GR: USD 21,049,419 (USA) (20 August 2000)
GR: USD 10,987,006 (USA) (13 August 2000)
GR: USD 37,761,915 (USA) (2000)
GR: GBP 122,909 (UK) (17 June 2001)
GR: USD 90,726,668 (Worldwide) (2001)
GR: USD 52,964,753 (Non-USA) (2001)
GR: AUD 631,063 (Australia) (14 December 2000)
GR: ITL 20,733,890,000 (Italy) (31 December 2001)

OW: USD 10,987,006 (USA) (13 August 2000) (2,255 screens)
OW: GBP 122,909 (UK) (17 June 2001) (130 screens)
OW: USD 22,934 (Finland) (19 November 2000) (6 screens)
OW: USD 9,363 (Norway) (12 November 2000) (6 screens)
OW: USD 20,042 (Sweden) (19 November 2000) (7 screens)

SD: 13 September 1999 - 17 November 1999

WG: USD 3,245 (USA) (26 November 2000) (9 screens)
WG: USD 6,540 (USA) (19 November 2000) (18 screens)
WG: USD 9,575 (USA) (12 November 2000) (38 screens)
WG: USD 14,663 (USA) (5 November 2000) (55 screens)
WG: USD 27,156 (USA) (29 October 2000) (105 screens)
WG: USD 65,414 (USA) (22 October 2000) (223 screens)
WG: USD 101,894 (USA) (15 October 2000) (264 screens)
WG: USD 167,707 (USA) (8 October 2000) (433 screens)
WG: USD 367,007 (USA) (1 October 2000) (822 screens)
WG: USD 689,664 (USA) (24 September 2000) (1,182 screens)
WG: USD 945,789 (USA) (17 September 2000) (1,572 screens)
WG: USD 1,409,198 (USA) (10 September 2000) (1,801 screens)
WG: USD 3,603,172 (USA) (3 September 2000) (2,216 screens)
WG: USD 3,267,896 (USA) (27 August 2000) (2,260 screens)
WG: USD 5,548,412 (USA) (20 August 2000) (2,282 screens)
WG: USD 10,987,006 (USA) (13 August 2000) (2,255 screens)
WG: GBP 122,909 (UK) (17 June 2001) (130 screens)"
1746382,"CP: Columbia Pictures Industries, Inc.

GR: USD 52,096,475 (USA)

OW: USD 417,076 (USA) (25 December 1990) (12 screens)

RT: USD 23,240,000 (USA)

SD: 16 October 1989 - 16 February 1990"
1746829,"GR: USD 209,244 (USA) (26 September 1999)
GR: USD 204,507 (USA) (8 November 1998)
GR: USD 189,599 (USA) (1 November 1998)
GR: USD 189,083 (USA) (4 October 1998)"
1747382,"GR: USD 388,730 (USA) (29 December 1996)
GR: USD 354,572 (USA) (22 December 1996)
GR: USD 328,768 (USA) (15 December 1996)
GR: USD 302,052 (USA) (8 December 1996)
GR: USD 261,429 (USA) (1 December 1996)
GR: USD 214,422 (USA) (24 November 1996)
GR: USD 124,133 (USA) (3 November 1996)
GR: USD 68,596 (USA) (20 October 1996)
GR: USD 30,472 (USA) (13 October 1996)

OW: USD 30,472 (USA) (13 October 1996) (2 screens)"
1747494,"CP: New Line Cinema, 1997 (on print)

GR: USD 7,240,837 (USA) (26 May 1997)
GR: USD 7,202,159 (USA) (18 May 1997)
GR: USD 7,156,125 (USA) (11 May 1997)
GR: USD 7,086,421 (USA) (4 May 1997)
GR: USD 6,960,740 (USA) (27 April 1997)
GR: USD 6,744,214 (USA) (20 April 1997)
GR: USD 6,354,813 (USA) (13 April 1997)
GR: USD 5,457,795 (USA) (6 April 1997)
GR: USD 2,742,679 (USA) (30 March 1997)

OW: USD 2,742,679 (USA) (30 March 1997) (1,204 screens)"
1747545,"CP: © Scala (B Monkey) Limited

GR: USD 34,524 (USA) (19 September 1999)
GR: USD 17,436 (USA) (12 September 1999)

OW: USD 17,436 (USA) (12 September 1999) (5 screens)"
1747649,"GR: USD 6,940,185 (USA) (30 August 1998)
GR: USD 6,849,200 (USA) (23 August 1998)
GR: USD 6,665,120 (USA) (16 August 1998)
GR: USD 5,746,365 (USA) (9 August 1998)
GR: USD 3,086,105 (USA) (2 August 1998)

OW: USD 3,086,105 (USA) (2 August 1998) (1,905 screens)

SD: 16 January 1998 - ?"
1747899,"AD: 470,920 (Argentina)

GR: USD 5,216,888 (USA)"
1748196,"AD: 1,310,150 (Argentina)
AD: 1,180,411 (France) (16 April 1996)
AD: 1,177,827 (Spain) (1996)

BT: USD 30,000,000

CP: Copyright © 1995 UNIVERSAL CITY STUDIOS, INC

GR: USD 66,600,000 (USA)
GR: GBP 18,634,395 (UK) (17 March 1996)
GR: GBP 16,734,343 (UK) (19 February 1996)
GR: GBP 13,243,294 (UK) (21 January 1996)
GR: GBP 1,300,243 (UK) (17 December 1995)
GR: GBP 13,300,000 (UK)
GR: USD 240,700,000 (Worldwide)
GR: USD 174,100,000 (Worldwide) (except USA)
GR: EUR 3,590,459 (Spain) (1996)

OW: USD 8,742,545 (USA) (6 August 1995) (1,591 screens)

SD: 7 April 1994 - 28 July 1994"
1748219,"AD: 1,509,428 (Germany) (7 March 1999)
AD: 1,434,211 (Germany) (28 February 1999)
AD: 126,928 (Netherlands) (31 December 1999)
AD: 285,775 (Spain) (30 June 2001)

BT: USD 80,000,000

GR: USD 18,318,000 (USA) (28 March 1999)
GR: USD 18,307,790 (USA) (21 March 1999)
GR: USD 18,281,400 (USA) (14 March 1999)
GR: USD 18,252,760 (USA) (7 March 1999)
GR: USD 18,218,535 (USA) (28 February 1999)
GR: USD 18,177,545 (USA) (21 February 1999)
GR: USD 18,100,915 (USA) (14 February 1999)
GR: USD 17,934,910 (USA) (7 February 1999)
GR: USD 17,671,255 (USA) (31 January 1999)
GR: USD 17,319,215 (USA) (24 January 1999)
GR: USD 16,943,870 (USA) (17 January 1999)
GR: USD 16,492,655 (USA) (10 January 1999)
GR: USD 16,132,210 (USA) (3 January 1999)
GR: USD 15,345,375 (USA) (27 December 1998)
GR: USD 14,546,720 (USA) (20 December 1998)
GR: USD 13,620,050 (USA) (13 December 1998)
GR: USD 11,421,985 (USA) (6 December 1998)
GR: USD 8,200,515 (USA) (29 November 1998)
GR: USD 18,319,860 (USA)
GR: GBP 3,708,138 (UK) (24 January 1999)
GR: GBP 3,601,514 (UK) (17 January 1999)
GR: GBP 3,465,437 (UK) (10 January 1999)
GR: GBP 3,147,916 (UK) (3 January 1999)
GR: GBP 2,316,416 (UK) (27 December 1998)
GR: GBP 1,745,228 (UK) (20 December 1998)
GR: GBP 1,255,626 (UK) (13 December 1998)
GR: GBP 612,971 (UK) (6 December 1998)
GR: USD 50,812,000 (Worldwide) (except USA)
GR: USD 1,101,570 (Argentina) (6 December 2000)
GR: ESP 170,326,452 (Spain) (30 June 2001)

OW: USD 6,162,640 (USA) (29 November 1998) (2,384 screens)
OW: GBP 612,971 (UK) (6 December 1998) (435 screens)

SD: ? - January 1998

WG: USD 1,655,380 (USA) (13 December 1998) (2,237 screens)
WG: USD 2,375,065 (USA) (6 December 1998) (2,387 screens)
WG: USD 6,162,640 (USA) (29 November 1998) (2,384 screens)
WG: GBP 99,228 (UK) (24 January 1999) (251 screens)
WG: GBP 123,606 (UK) (17 January 1999) (271 screens)
WG: GBP 143,329 (UK) (10 January 1999) (283 screens)
WG: GBP 285,551 (UK) (3 January 1999) (386 screens)
WG: GBP 134,459 (UK) (27 December 1998) (424 screens)
WG: GBP 290,303 (UK) (20 December 1998) (443 screens)
WG: GBP 428,703 (UK) (13 December 1998) (442 screens)
WG: GBP 612,971 (UK) (6 December 1998) (435 screens)"
1748315,"CP: © Metro-Goldwyn-Mayer Corporation; 28 November 1934; LP5161 (in copyright registry)

SD: 6 August 1934 - 17 October 1934"
1748317,"RT: USD 4,400,000 (USA)"
1748754,"AD: 42,435 (Netherlands) (31 December 1999)
AD: 423,627 (Spain) (13 July 2001)

BT: USD 18,000,000

GR: USD 27,141,959 (USA) (5 September 1999)
GR: USD 27,121,671 (USA) (29 August 1999)
GR: USD 27,075,790 (USA) (22 August 1999)
GR: USD 27,025,696 (USA) (15 August 1999)
GR: USD 26,977,149 (USA) (8 August 1999)
GR: USD 26,931,974 (USA) (1 August 1999)
GR: USD 26,856,512 (USA) (25 July 1999)
GR: USD 26,744,050 (USA) (18 July 1999)
GR: USD 26,553,587 (USA) (11 July 1999)
GR: USD 26,402,797 (USA) (4 July 1999)
GR: USD 26,233,212 (USA) (27 June 1999)
GR: USD 26,036,862 (USA) (20 June 1999)
GR: USD 25,819,331 (USA) (13 June 1999)
GR: USD 25,508,188 (USA) (6 June 1999)
GR: USD 25,220,451 (USA) (30 May 1999)
GR: USD 24,884,477 (USA) (23 May 1999)
GR: USD 24,727,546 (USA) (16 May 1999)
GR: USD 24,455,066 (USA) (9 May 1999)
GR: USD 24,118,484 (USA) (2 May 1999)
GR: USD 23,618,520 (USA) (25 April 1999)
GR: USD 22,714,360 (USA) (18 April 1999)
GR: USD 21,558,662 (USA) (11 April 1999)
GR: USD 18,522,531 (USA) (4 April 1999)
GR: USD 15,337,206 (USA) (28 March 1999)
GR: USD 11,838,466 (USA) (21 March 1999)
GR: USD 5,613,587 (USA) (14 March 1999)
GR: SGD 96,251 (Singapore) (8 September 1999)
GR: SGD 93,239 (Singapore) (1 September 1999)
GR: SGD 60,394 (Singapore) (25 August 1999)
GR: ESP 248,892,775 (Spain) (13 July 2001)

OW: USD 5,613,587 (USA) (14 March 1999) (1,689 screens)

SD: 10 May 1998 - 13 August 1998

WG: USD 2,732,501 (USA) (28 March 1999) (1,702 screens)
WG: USD 4,312,108 (USA) (21 March 1999) (1,698 screens)
WG: USD 5,613,587 (USA) (14 March 1999) (1,689 screens)"
1748996,"CP: Walt Disney Productions (MCMLXXXV)

GR: USD 14,276,095 (USA) (12 May 1985)
GR: USD 14,184,009 (USA) (5 May 1985)
GR: USD 13,974,399 (USA) (28 April 1985)
GR: USD 13,568,209 (USA) (21 April 1985)
GR: USD 12,943,146 (USA) (14 April 1985)
GR: USD 11,058,453 (USA) (7 April 1985)
GR: USD 7,982,459 (USA) (31 March 1985)
GR: USD 4,035,147 (USA) (24 March 1985)
GR: USD 14,972,297 (USA)
GR: USD 225,991 (Germany)

OW: USD 4,035,147 (USA) (24 March 1985) (916 screens)

SD: 5 December 1983 - ?

WG: USD 146,630 (USA) (5 May 1985) (297 screens)
WG: USD 270,347 (USA) (28 April 1985) (401 screens)
WG: USD 401,212 (USA) (21 April 1985) (495 screens)
WG: USD 792,890 (USA) (14 April 1985) (690 screens)
WG: USD 63,261 (USA) (12 April 1985) (231 screens)
WG: USD 1,812,364 (USA) (7 April 1985)
WG: USD 3,002,713 (USA) (31 March 1985)
WG: USD 4,035,147 (USA) (24 March 1985) (916 screens)"
1749026,"GR: USD 269,904 (USA)

SD: November 1992 -"
1749222,"AD: 1,554 (Netherlands) (31 December 2000)
AD: 893 (Netherlands) (31 December 1999)

BT: USD 180,000

GR: USD 925,402 (USA) (23 May 1999)
GR: USD 903,525 (USA) (16 May 1999)
GR: USD 859,852 (USA) (2 May 1999)
GR: USD 836,488 (USA) (25 April 1999)
GR: USD 803,119 (USA) (18 April 1999)
GR: USD 760,582 (USA) (11 April 1999)
GR: USD 706,586 (USA) (4 April 1999)
GR: USD 626,564 (USA) (28 March 1999)
GR: USD 533,699 (USA) (21 March 1999)
GR: USD 452,272 (USA) (14 March 1999)
GR: USD 387,817 (USA) (7 March 1999)
GR: USD 324,579 (USA) (28 February 1999)
GR: USD 253,015 (USA) (21 February 1999)
GR: USD 180,367 (USA) (14 February 1999)
GR: USD 96,179 (USA) (7 February 1999)
GR: USD 49,864 (USA) (31 January 1999)
GR: USD 20,100 (USA) (24 January 1999)
GR: USD 91,383 (Argentina)

OW: USD 20,100 (USA) (24 January 1999) (3 screens)"
1749247,"AD: 242,290 (West Germany) (1984)

CP: 1984 Bachelor Party Productions. All Rights Reserved. (on print)

GR: USD 38,435,947 (USA) (8 October 1984)
GR: USD 38,304,291 (USA) (30 September 1984)
GR: USD 38,089,537 (USA) (23 September 1984)
GR: USD 37,696,081 (USA) (16 September 1984)
GR: USD 37,125,540 (USA) (9 September 1984)
GR: USD 36,558,262 (USA) (3 September 1984)
GR: USD 35,568,529 (USA) (26 August 1984)
GR: USD 34,552,661 (USA) (19 August 1984)
GR: USD 33,228,229 (USA) (12 August 1984)
GR: USD 31,075,601 (USA) (5 August 1984)
GR: USD 28,373,645 (USA) (29 July 1984)
GR: USD 24,894,641 (USA) (22 July 1984)
GR: USD 19,547,636 (USA) (15 July 1984)
GR: USD 12,777,381 (USA) (8 July 1984)
GR: USD 4,775,155 (USA) (1 July 1984)
GR: USD 38,435,947 (USA)
GR: USD 935,664 (Germany)

OW: USD 4,775,155 (USA) (1 July 1984)

RT: USD 19,070,000 (USA)

SD: July 1983 - August 1983

WG: USD 87,976 (USA) (8 October 1984) (119 screens)
WG: USD 124,957 (USA) (30 September 1984) (176 screens)
WG: USD 250,913 (USA) (23 September 1984) (148 screens)
WG: USD 422,333 (USA) (16 September 1984) (378 screens)
WG: USD 418,108 (USA) (9 September 1984) (408 screens)
WG: USD 657,149 (USA) (3 September 1984) (419 screens)
WG: USD 626,662 (USA) (26 August 1984) (502 screens)
WG: USD 661,440 (USA) (19 August 1984) (449 screens)
WG: USD 1,232,231 (USA) (12 August 1984) (738 screens)
WG: USD 1,686,550 (USA) (5 August 1984) (762 screens)
WG: USD 1,899,689 (USA) (29 July 1984) (775 screens)
WG: USD 2,963,397 (USA) (22 July 1984)
WG: USD 4,071,012 (USA) (15 July 1984)
WG: USD 5,222,559 (USA) (8 July 1984)
WG: USD 4,775,155 (USA) (1 July 1984)"
1749683,"CP: © 1986 Orion Pictures Corporation

GR: USD 91,258,000 (USA)

OW: USD 9,300,000 (USA) (15 June 1986)

RT: USD 41,948,000 (USA)

SD: 14 October 1985 -"
1749731,"AD: 770,397 (Sweden)

BT: USD 19,000,000

CP: Copyright © MCMLXXXV by Universal City Studios, Inc. All rights reserved. (on print)

GR: USD 197,902,294 (USA) (26 January 1986)
GR: USD 196,481,974 (USA) (19 January 1986)
GR: USD 194,844,665 (USA) (12 January 1986)
GR: USD 193,144,445 (USA) (5 January 1986)
GR: USD 189,933,741 (USA) (29 December 1985)
GR: USD 187,167,149 (USA) (22 December 1985)
GR: USD 186,030,955 (USA) (15 December 1985)
GR: USD 185,091,551 (USA) (8 December 1985)
GR: USD 183,758,098 (USA) (1 December 1985)
GR: USD 180,639,509 (USA) (24 November 1985)
GR: USD 178,466,175 (USA) (17 November 1985)
GR: USD 175,869,057 (USA) (10 November 1985)
GR: USD 173,052,725 (USA) (3 November 1985)
GR: USD 170,026,643 (USA) (27 October 1985)
GR: USD 167,098,722 (USA) (20 October 1985)
GR: USD 163,697,727 (USA) (14 October 1985)
GR: USD 159,616,579 (USA) (6 October 1985)
GR: USD 155,386,500 (USA) (29 September 1985)
GR: USD 150,200,665 (USA) (22 September 1985)
GR: USD 145,018,950 (USA) (15 September 1985)
GR: USD 138,482,268 (USA) (8 September 1985)
GR: USD 132,754,418 (USA) (2 September 1985)
GR: USD 119,819,868 (USA) (25 August 1985)
GR: USD 109,409,078 (USA) (18 August 1985)
GR: USD 95,961,602 (USA) (11 August 1985)
GR: USD 81,939,179 (USA) (4 August 1985)
GR: USD 66,662,305 (USA) (28 July 1985)
GR: USD 50,237,618 (USA) (21 July 1985)
GR: USD 32,580,763 (USA) (14 July 1985)
GR: USD 14,745,134 (USA) (7 July 1985)
GR: USD 210,609,762 (USA)
GR: GBP 461,194 (UK) (3 October 2010)
GR: USD 350,600,000 (Worldwide) (1986)
GR: USD 140,000,000 (Worldwide) (except USA)
GR: AUD 13,062,000 (Australia)
GR: HKD 10,031,538 (Hong Kong) (29 January 1986)
GR: SEK 26,492,432 (Sweden)

OW: USD 11,332,134 (USA) (7 July 1985) (1,550 screens)
OW: GBP 461,194 (UK) (3 October 2010) (273 screens)

PD: September 1980 - October 1984 (pre-production)

RT: USD 105,496,000 (USA)

SD: 26 November 1984 - 23 December 1984 (Eric Stoltz as Marty McFly)
SD: 11 January 1985 - 20 April 1985 (100 days)

WG: USD 885,194 (USA) (26 January 1986) (601 screens)
WG: USD 1,287,600 (USA) (19 January 1986) (578 screens)
WG: USD 1,250,795 (USA) (12 January 1986) (691 screens)
WG: USD 1,487,514 (USA) (5 January 1986) (722 screens)
WG: USD 1,859,848 (USA) (29 December 1985) (911 screens)
WG: USD 905,454 (USA) (22 December 1985) (801 screens)
WG: USD 700,232 (USA) (15 December 1985) (717 screens)
WG: USD 985,468 (USA) (8 December 1985) (898 screens)
WG: USD 2,122,345 (USA) (1 December 1985)
WG: USD 1,719,525 (USA) (24 November 1985)
WG: USD 1,947,661 (USA) (17 November 1985)
WG: USD 2,260,878 (USA) (10 November 1985)
WG: USD 2,402,312 (USA) (3 November 1985)
WG: USD 2,244,311 (USA) (27 October 1985)
WG: USD 2,881,120 (USA) (20 October 1985)
WG: USD 3,288,038 (USA) (14 October 1985)
WG: USD 3,382,658 (USA) (7 October 1985)
WG: USD 4,109,134 (USA) (29 September 1985)
WG: USD 3,924,156 (USA) (22 September 1985)
WG: USD 4,134,287 (USA) (15 September 1985)
WG: USD 5,214,465 (USA) (8 September 1985)
WG: USD 9,049,668 (USA) (2 September 1985)
WG: USD 6,754,583 (USA) (25 August 1985)
WG: USD 7,332,083 (USA) (18 August 1985)
WG: USD 8,241,309 (USA) (11 August 1985)
WG: USD 8,687,291 (USA) (4 August 1985)
WG: USD 9,489,297 (USA) (28 July 1985)
WG: USD 10,320,610 (USA) (21 July 1985)
WG: USD 10,555,133 (USA) (14 July 1985)
WG: USD 11,332,134 (USA) (7 July 1985)
WG: GBP 461,194 (UK) (3 October 2010) (273 screens)"
1749735,"AD: 453,546 (Sweden)

BT: USD 40,000,000

CP: Copyright © 1989 by Universal City Studios, Inc. and U-Drive Productions, Inc. All rights reserved. [on Screen]

GR: USD 118,450,002 (USA) (1990)
GR: GBP 10,648,000 (UK)
GR: USD 213,500,000 (Worldwide) (1990) (except USA)
GR: USD 332,000,000 (Worldwide) (1990)
GR: AUD 9,708,648 (Australia)
GR: SEK 21,383,316 (Sweden)

OW: USD 27,835,125 (USA) (26 November 1989) (2,107 screens)
OW: GBP 2,051,000 (UK) (26 November 1989) (338 screens)
OW: AUD 1,481,560 (Australia) (9 December 1989)

RT: USD 72,320,000 (USA)

SD: 24 February 1989 - 2 August 1989

WG: USD 27,835,125 (USA) (26 November 1989)"
1749737,"AD: 250,482 (Sweden)

BT: USD 40,000,000

CP: Copyright © 1990 Universal City Studios, Inc. and U-Drive Productions. Inc. All rights reserved.

GR: USD 87,666,629 (USA)
GR: USD 243,700,000 (Worldwide) (1991)
GR: USD 156,000,000 (Worldwide) (1991) (except USA)
GR: AUD 6,905,519 (Australia) (1990)
GR: SEK 12,596,575 (Sweden)

OW: USD 19,089,645 (USA) (27 May 1990) (2,070 screens)

RT: USD 49,072,000 (USA)

SD: September 1989 - 22 January 1990

WG: USD 23,703,060 (USA) (28 May 1990) (2 screens)"
1749806,"CP: Copyright © MCMXCIII PolyGram Filmproduktion GmbH

GR: USD 2,392,599 (USA)
GR: GBP 1,133,831 (UK) (17 April 1994)

PD: January 1993 - May 1993

SD: 16 April 1993 - 11 June 1993"
1749891,"GR: USD 77,868,585 (USA)

OW: USD 15,723,480 (USA) (26 May 1991)

RT: USD 40,261,000 (USA)

SD: 23 July 1990 - 8 December 1990

WG: USD 3,630,565 (USA) (30 June 1991)
WG: USD 4,514,250 (USA) (23 June 1991)
WG: USD 5,205,375 (USA) (16 June 1991)
WG: USD 6,425,100 (USA) (9 June 1991)
WG: USD 9,118,395 (USA) (2 June 1991)"
1750364,"AD: 86,073 (Belgium)
AD: 1,485,166 (France) (3 October 1995)

BT: USD 19,000,000

GR: USD 65,637,842 (USA) (10 September 1995)
GR: USD 65,611,947 (USA) (4 September 1995)
GR: USD 65,558,811 (USA) (27 August 1995)
GR: USD 65,477,680 (USA) (20 August 1995)
GR: USD 65,328,321 (USA) (13 August 1995)
GR: USD 65,131,559 (USA) (6 August 1995)
GR: USD 64,876,653 (USA) (30 July 1995)
GR: USD 64,507,202 (USA) (23 July 1995)
GR: USD 61,052,992 (USA) (11 June 1995)
GR: USD 60,802,534 (USA) (4 June 1995)
GR: USD 60,454,746 (USA) (29 May 1995)
GR: USD 59,277,272 (USA) (21 May 1995)
GR: USD 57,284,613 (USA) (14 May 1995)
GR: USD 54,358,156 (USA) (7 May 1995)
GR: USD 50,216,792 (USA) (30 April 1995)
GR: USD 44,090,795 (USA) (23 April 1995)
GR: USD 32,503,442 (USA) (16 April 1995)
GR: USD 15,523,358 (USA) (9 April 1995)
GR: USD 65,807,024 (USA)
GR: GBP 4,734,434 (UK) (13 August 1995)
GR: GBP 3,923,490 (UK) (16 July 1995)
GR: GBP 843,940 (UK) (18 June 1995)
GR: USD 75,000,000 (Worldwide) (except USA)
GR: USD 140,800,000 (Worldwide)
GR: ATS 2,153,004 (Austria) (8 June 1995)
GR: USD 215,840 (Austria)
GR: USD 573,386 (Belgium)

OW: USD 15,523,358 (USA) (9 April 1995)
OW: ATS 2,153,004 (Austria) (8 June 1995) (44 screens)

PD: 27 June 1994 - 31 August 1994

RT: USD 31,531,000 (USA)

SD: 28 October 1994 - 16 February 1995

WG: USD 67,624 (USA) (20 October 1995) (88 screens)
WG: USD 20,225 (USA) (10 September 1995) (25 screens)
WG: USD 31,026 (USA) (4 September 1995) (34 screens)
WG: USD 212,883 (USA) (30 August 1995) (255 screens)
WG: USD 31,556 (USA) (27 August 1995) (40 screens)
WG: USD 118,257 (USA) (13 August 1995) (144 screens)
WG: USD 141,343 (USA) (6 August 1995) (180 screens)
WG: USD 316,568 (USA) (23 July 1995) (328 screens)
WG: USD 166,861 (USA) (11 June 1995) (278 screens)
WG: USD 261,261 (USA) (4 June 1995) (384 screens)
WG: USD 802,175 (USA) (29 May 1995) (615 screens)
WG: USD 1,261,311 (USA) (21 May 1995)
WG: USD 2,004,539 (USA) (14 May 1995)
WG: USD 2,914,912 (USA) (7 May 1995)
WG: USD 4,314,088 (USA) (30 April 1995)
WG: USD 7,012,808 (USA) (23 April 1995)
WG: USD 11,016,040 (USA) (16 April 1995)
WG: USD 15,523,358 (USA) (9 April 1995)
WG: ATS 2,153,004 (Austria) (13 August 1995) (144 screens)"
1750424,"CP: © MCMXCIV Buena Vista Pictures Distribution, Inc. All Rights Reserved (on print)

GR: USD 3,700,000 (USA)

SD: 12 August 1993 - 16 October 1993"
1750510,"CP: copyright 1994 Twentieth Century Fox Film Corp.

GR: USD 15,240,435 (USA)
GR: GBP 2,500,324 (UK) (17 July 1994)"
