actorid,name,sex
136893,"Berthelsen, Anders W.",M
136924,"Berthiaume, Craig",M
136936,"Berthiaume, Rhys M.",M
136945,"Berthier, Eugène",M
136946,"Berthier, Gabriel",M
136949,"Berthier, Jacques",M
136992,"Bertholo, Gilbert",M
136993,"Bertholon, John",M
137008,"Berthon, Henri",M
137013,"Berthonnier, Roger",M
137020,"Berthoud, Jérôme",M
137030,"Berti, Aldo",M
137071,"Bertignac, Louis",M
137085,"Bertin, Gaston",M
137086,"Bertin, Gino",M
137104,"Bertin, Roland",M
137138,"Bertino, Benedetto",M
137142,"Bertino, Pietro",M
137193,"Bertocci, Bruno",M
137268,"Bertolini, Michael",M
137380,"Bertoni, Ricardo",M
137411,"Bertozzi, Ron Scott",M
137452,"Bertram, Paul (I)",M
137499,"Bertrand, Charles-André",M
137525,"Bertrand, Guy (I)",M
137529,"Bertrand, Jacques (II)",M
137636,"Bertucca, Frank",M
137675,"Bertuzzo, Benoît",M
137719,"Berube, Pierre (I)",M
137745,"Berve, Kevin",M
137768,"Berwick, Arthur",M
137863,"Berón, David",M
137926,"Bescos, Julie",M
137963,"Besgrove, Robert C.",M
137987,"Besher, Chuk",M
137994,"Beshlian, Harout",M
138063,"Besnak, Greg",M
138088,"Besnehard, Dominique",M
138123,"Bess, Ardon",M
138125,"Bess, Big Jeff",M
138149,"Bessa, Fred",M
138165,"Bessant, Shane",M
138209,"Bessen, Steve (I)",M
138239,"Besserer, Rob",M
138266,"Bessey, Claude",M
138276,"Bessho, Tetsuya",M
138316,"Besson, Claude",M
138327,"Besson, Luc",M
138336,"Besson, Philippe",M
138337,"Besson, Pierre",M
138368,"Best, Ahmed",M
138403,"Best, Danny",M
138444,"Best, Jack",M
138447,"Best, James (I)",M
138449,"Best, James Homer",M
138520,"Best, Oscar",M
138542,"Best, Robert (II)",M
138579,"Best, Travis (I)",M
138587,"Best, Willie",M
138613,"Bester, Billy",M
138633,"Bestetti, Luca",M
138659,"Bestvater, Thomas",M
138678,"Beswick, Doug",M
138722,"Betancourt, Carlos",M
138857,"Bethea, Melvin",M
138915,"Bethke, Tom",M
138937,"Bethune, John",M
138970,"Betlow, Edward G.",M
138994,"Betoule, Régis",M
139038,"Betsuie, Exactly Sonnie",M
139044,"Bett, John",M
139059,"Bettany, Paul",M
139120,"Bettenfeld, Dominique",M
139122,"Bettenhausen, Gary",M
139158,"Bettger, Lyle",M
139172,"Bettin, Val",M
139217,"Bettis, Paul",M
139226,"Bettles, Thomas",M
139229,"Bettman, Gary M.",M
139244,"Betton, Marc",M
139270,"Betts, Daniel",M
139279,"Betts, Donnie L.",M
139283,"Betts, Eric (I)",M
139285,"Betts, Erik",M
139291,"Betts, Jack",M
139319,"Betts, Robert M.",M
139359,"Betz, E. George",M
139375,"Betz, Matthew",M
139383,"Betz, Scott",M
139393,"Betzing, Jo",M
139402,"Betzsold, James",M
139413,"Beuaregard, F.J.",M
139434,"Beuer, Miroslaw",M
139452,"Beugg, Michael",M
139570,"Beuth, Robert Alan",M
139612,"Bevan, Anthony",M
139616,"Bevan, Billy",M
139625,"Bevan, Cyril",M
139666,"Bevan, Stewart",M
139668,"Bevan, Tim (I)",M
139677,"Bevani, Alexander",M
139678,"Bevans, Clem",M
139794,"Bevilacqua, Dan",M
139821,"Bevilacqua, Valerio",M
139833,"Bevine, Victor",M
139838,"Bevington, Kenneth",M
139839,"Bevington, Sean",M
139842,"Bevins, Bill",M
139911,"Bewley, Steven",M
139915,"Bewley, Tom (I)",M
139920,"Bews, Guy",M
139934,"Bexheti, Luan",M
139936,"Bexley, Don",M
139943,"Bexton, Nathan",M
139950,"Bey, Abdullah",M
139961,"Bey, Chief",M
139981,"Bey, Richard",M
139985,"Bey, Turhan",M
139987,"Bey, William",M
140044,"Beyer, Brad",M
140070,"Beyer, Harold A.",M
140071,"Beyer, Hermann",M
140109,"Beyer, Robert (II)",M
140118,"Beyer, Sean Michael",M
140185,"Beymer, Richard",M
140209,"Beyrand, Gérard",M
140211,"Beyrent, Gary",M
140245,"Bez, Mark",M
140250,"Bezace, Didier",M
140255,Bezak,M
140257,"Bezaleel, Khalil",M
140279,"Bezas, Tom",M
140282,"Bezazetti, Bob",M
140303,"Bezecka, Patrick",M
140511,"Bhagat, Sajan",M
140601,"Bhakoo, Kuldeep",M
140681,"Bhandari, Satish Chand",M
140874,"Bhasin, Arjun",M
140891,"Bhaskar, Sanjeev",M
140918,"Bhat, Rishi",M
141069,"Bhatt, Puran",M
141084,"Bhatt, Sunita",M
141090,"Bhatt, Vasudeo",M
141223,"Bhattacharya, Panchanan",M
141315,"Bhattacherjee, Shanti",M
141326,"Bhatti, Ace",M
141501,"Bhons, Jiten",M
141586,"Bhuiyan, Chomoke",M
141697,"Biag, Roden",M
141699,"Biagas, Dax",M
141951,"Bianchi, Massimo",M
141988,"Bianchi, Tino",M
142007,"Bianchini, Alfredo",M
142034,"Bianchino, Carlo",M
142044,"Bianco, Alessandro (I)",M
142058,"Bianco, Dominic",M
142062,"Bianco, Francesco (I)",M
142090,"Bianco, Marco",M
142091,"Bianco, Mario (I)",M
142118,"Bianconi, Fabrizio",M
142186,"Biase, Michael",M
142192,"Biasi, C. George",M
142193,"Biasi, Dennis",M
142214,"Biasucci, Dean",M
142265,"Bibb, T. Clifford",M
142274,"Bibbs, Alvin",M
142284,"Bibby, Andrew",M
142286,"Bibby, C.K.",M
142325,"Biberman, Abner",M
142337,"Bibey, Harold B.",M
142355,"Bibic, Vladimir (I)",M
142417,"Biby, Edward",M
142457,"Bice, Robert (I)",M
142480,"Bichelonne, Jean",M
142492,"Bichir, Bruno",M
142493,"Bichir, Demian",M
142528,"Bici, Peter",M
142541,"Bick, Andrew (I)",M
142550,"Bick, John (II)",M
142554,"Bick, Stewart",M
142560,"Bickel, Chuck",M
142579,"Bickell, Ross",M
142601,"Bickerstaff, John (I)",M
142635,"Bickford, Charles",M
142638,"Bickford, David",M
142700,"Bicknell, Andrew",M
142739,"Bicq, Graham",M
142771,"Bidaman, Robert",M
142790,"Bidault, Georges",M
142810,"Biddle Sr., Charles",M
142856,"Bideau, Jean-Luc",M
142899,"Bidhartsang, Sonam",M
142958,"Bidwell, Richard",M
142992,"Bieber, Leo",M
142994,"Bieber, Rodney",M
143033,"Biederman, Jim",M
143059,"Biedkyski, Leon",M
143091,"Biegel, Kevin",M
143093,"Biegel, Peter",M
143131,"Biehn, Michael",M
143190,"Bielawski, Zygmunt",M
143233,"Bielendt, Helmuth",M
143305,"Bielski, Jaroslaw",M
143365,"Bienert, Gerhard",M
143395,"Biensfeldt, Paul",M
143412,"Bienvenu Jr., Oscar J.",M
143477,"Bierdz, Thom",M
143497,"Bieri, Ramon",M
143508,"Bierko, Craig",M
143549,"Biermann, Rod",M
143604,"Bies, Don (I)",M
143645,"Biesler, Jorg",M
143714,"Big Bad Voodoo Daddy",M
143733,"Big Eagle, Clayton",M
143756,"Big Tree, Chief John",M
143759,"Big Yank",M
143777,"Bigagli, Claudio",M
143784,"Bigalow, Scott",M
143801,Bigarren,M
143922,"Biggers, Dan",M
143943,"Biggerstaff, Sean",M
143947,"Biggham, Anthony",M
143959,"Biggins, Christopher (I)",M
143969,"Biggins, Sean Vincent",M
143996,"Biggs, Bobby",M
144003,"Biggs, Casey (I)",M
144024,"Biggs, Jason (I)",M
144026,"Biggs, Jerry",M
144090,"Bigham, John (I)",M
144093,"Bigham, Lexie",M
144145,"Bigley, Paul",M
144170,"Bignamini, Nino",M
144204,"Bigoni, Paolo",M
144262,"Bigwood, James",M
144263,"Bigwood, Michael Craig",M
144286,"Biheller, Robert",M
144309,"Bihurriet, Jorge",M
144401,"Bikel, Theodore",M
144406,"Bikila, Abebe",M
144418,"Biko, Chris",M
144448,"Bilaclac, William",M
144496,"Bilancio, Vinnie",M
144570,"Bilcac, Zejlko",M
144630,"Bilerman, Howard",M
144644,"Bilewski, Bogusz",M
144690,"Bilgore, Andrew",M
144695,"Bilham, Roger",M
144714,"Bilich, Steve",M
144753,"Bilios, Dion",M
144760,"Bilis, Teddy",M
144820,"Bill, Bushwick",M
144865,"Bill, Stephen",M
144870,"Bill, Tony (I)",M
144886,"Billa, Salvatore",M
144988,"Billerey, Raoul",M
144997,"Billet, Bradford",M
145007,"Billeter, Ken",M
145008,"Billett, Don",M
145013,"Billett, Tom",M
145043,"Billie (II)",M
145061,"Billig, Simon",M
145088,"Billing, Roy",M
145106,"Billings, Anthony (I)",M
145125,"Billings, David J.",M
145129,"Billings, Earl",M
145135,"Billings, Georgie",M
145138,"Billings, Jack",M
145148,"Billings, Joshua (I)",M
145167,"Billings, Ted",M
145174,"Billingslea, Beau",M
145187,"Billingsley, Hugh",M
145206,"Billingsley, Pat",M
145207,"Billingsley, Peter (I)",M
145209,"Billingsley, Sherman",M
145230,"Billington, Michael (I)",M
145240,"Billington, Stephen",M
145241,"Billington, Steve",M
145252,"Billiones, Maki",M
145277,"Billnitzer, Steve",M
145282,"Billock, Rik",M
145284,"Billod-Morel, Guillaume",M
145285,"Billodeau, David C.",M
145305,"Billot, Monsieur",M
145316,"Billquist, Carl",M
145337,"Billson, Felix",M
145345,"Billups, Eddie",M
145404,"Billy, George H.",M
145405,"Billy, Georges",M
145414,"Billy, Petr",M
145465,"Bilon, 'Little Pat'",M
145475,"Bilotta, Bruno",M
145493,"Bilow, Joey",M
145514,"Bilson II, Gregg Hayden",M
145519,"Bilson, David",M
145520,"Bilson, David L.",M
145528,"Biltcliffe, Martin",M
145579,"Bilzarian, Larry",M
145584,"Bilzerian, Laurence",M
145600,"Bimbo, Charles",M
145715,"Binamo, Chino",M
145741,"Binczycki, Jerzy",M
145816,"Binder, Mike",M
145833,"Binder, Ron N.",M
145877,"Bindon, John",M
145925,"Binev, Nikolai",M
145937,"Binford, Robert",M
145961,"Bing, Herman",M
145975,"Bing, Yang",M
145996,"Bingenheimer, Rodney",M
146029,"Bingham, David (II)",M
146126,"Bingoff, David Michael",M
146144,"Binh, Lam",M
146147,"Binh, Tat",M
146154,"Bini Bustric, Sergio",M
146172,"Bini, René-Marc",M
146191,"Binion, Crawford",M
146197,"Binion, Reid",M
146230,"Binkley, Gregg (I)",M
146231,"Binkley, James",M
146246,"Binkley, Tyler",M
146251,"Binkow, Gary",M
146314,"Binnings, Earl S.",M
146328,"Binns, Edward",M
146333,"Binns, James (I)",M
146336,"Binns, John (I)",M
146345,"Binns, T. David",M
146387,"Binsley, Richard",M
146395,"Binswanger, Harry",M
146418,Binx,M
146471,"Biolos, Lee",M
146477,"Bionci, Nino",M
146538,"Biorn, Chris",M
146540,"Biosa, Maurizio",M
146607,"Biraud, Maurice",M
146635,"Birch, Christopher (I)",M
146648,"Birch, Don",M
146667,"Birch, James",M
146689,"Birch, Mark (II)",M
146698,"Birch, Paul (I)",M
146704,"Birch, Randy",M
146724,"Birch, Wyrley",M
146725,"Birch, Yan",M
146730,"Birchall, Jeremy (I)",M
146748,"Birchard, Paul (I)",M
146789,"Bird No. 9",M
146804,"Bird, Anthony",M
146846,"Bird, David (I)",M
146886,"Bird, Jared",M
146901,"Bird, John (I)",M
146928,"Bird, Larry",M
146943,"Bird, Michael (IV)",M
146959,"Bird, Norman",M
147016,"Bird, Tom (II)",M
147052,"Birdsall, Jesse",M
147071,"Birdsong, Richard",M
147105,"Birge, Jim",M
147190,"Birk, Raye",M
147260,"Birkett, Jeremiah",M
147296,"Birkin, Andrew",M
147297,"Birkin, David",M
147301,"Birkin, Ned",M
147302,"Birkin, Noel",M
147357,"Birman Ripstein, Daniel",M
147365,"Birman, Matt",M
147387,"Birmingham, Gil",M
147396,"Birmingham, Karl",M
147410,"Birn, Jerry (I)",M
147413,"Birnbach, David J.",M
147432,"Birnbaum, Jesse",M
147449,"Birnbaum, Stephen",M
147466,"Birney, Frank",M
147469,"Birney, Reed",M
147477,"Birnie, Joy",M
147480,"Birns, Bruce",M
147550,"Birrell, Harry",M
147591,"Birt, Christopher",M
147592,"Birt, George",M
147605,"Birtles, Steve",M
147610,"Birtwell, Ralph",M
147639,"Birzin, Delancey",M
147642,"Birznieks, David",M
147652,"Bisacco, Roberto",M
147710,"Biscardi, Eugene",M
147740,"Bischof, Larry (I)",M
147772,"Bischoff, Marc",M
147798,"Bisciglia, Paul",M
147826,"Biscuits, Chuck",M
147861,"Bisetti, Victor",M
147944,"Bishop, Andrew (II)",M
147950,"Bishop, Anthony (I)",M
147951,"Bishop, Anthony (III)",M
148056,"Bishop, Dave (I)",M
148081,"Bishop, Donald",M
148084,"Bishop, Ed (I)",M
148096,"Bishop, Ex-Det. Sergt.",M
148104,"Bishop, George (I)",M
148132,"Bishop, James (III)",M
148145,"Bishop, Jeremy (II)",M
148166,"Bishop, Joey (I)",M
148167,"Bishop, John (I)",M
148195,"Bishop, Kevin (I)",M
148203,"Bishop, Larry",M
148269,"Bishop, Norman (I)",M
148276,"Bishop, Patrick",M
148278,"Bishop, Paul (I)",M
148279,"Bishop, Paul (II)",M
148299,"Bishop, Ray (I)",M
148305,"Bishop, Richard (II)",M
148323,"Bishop, Rummy",M
148337,"Bishop, Shawn (I)",M
148345,"Bishop, Stephen (I)",M
148365,"Bishop, Tom (I)",M
148384,"Bishop, Troy",M
148386,"Bishop, Tyler (I)",M
148406,"Bishopric, Thor",M
148416,"Bishton III, Norris J.",M
148417,"Bishton, Jamie",M
148431,"Bisig, Gary",M
148445,"Bisio, Claudio",M
148460,"Biskis, Aras",M
148484,"Bisley, Steve",M
148515,"Bisoglio, Val",M
148572,"Biss, Tom",M
148594,"Bissel, Ron",M
148604,"Bissell, James D.",M
148613,"Bissell, Richard (II)",M
148614,"Bissell, Robin",M
148618,"Bissell, Whit",M
148624,"Bisset, Donald",M
148625,"Bisset, Douglas (I)",M
148627,"Bisset, George (I)",M
148630,"Bisset, Keith",M
148632,"Bisset-Covaneiro, Marcus",M
148633,"Bisset-Covaneiro, Phillip",M
148674,"Bisson, Chris",M
148680,"Bisson, Jean-Marc",M
148681,"Bisson, Jean-Pierre",M
148723,"Bissonnette, Joel",M
148745,"Bista, Henryk",M
148782,"Biswanger, Erwin",M
148815,"Biswas, Raja (I)",M
148981,"Bitoun, Maître",M
149011,"Bitskey, Tibor",M
149013,"Bitsui, Jeremiah",M
149019,"Bittante, Paul",M
149024,"Bitten, Roosevelt",M
149079,"Bitterman, Adam",M
149122,"Bittner, Clarke",M
149225,"Bivens, J.B.",M
149229,"Bivens, Loren",M
149275,"Bixby, Bill",M
149328,"Biyona, Jimmy",M
149457,"Bißmeier, Joachim",M
149484,"Bjar, Zacharias",M
149490,"Bjarke, Lars",M
149760,"Björk, Halvar",M
149769,"Björk, Staffan",M
149806,"Björklund, Olle",M
149905,"Björnsson, Orri",M
149918,"Björnstrand, Gunnar",M
149985,"Bjørnsson, Fredbjørn",M
150009,"Bl, Duong",M
150028,"Blaazer, Louis",M
150096,"Black Flag",M
150150,"Black, Akim",M
150198,"Black, Barry (I)",M
150271,"Black, Charles (I)",M
150295,"Black, Clint",M
150337,"Black, David (IV)",M
150341,"Black, David (XIII)",M
150385,"Black, Eddie",M
150387,"Black, Edward (II)",M
150412,"Black, Galen",M
150420,"Black, George H.",M
150424,"Black, Gerry (I)",M
150459,"Black, Ian (I)",M
150460,"Black, Ian (III)",M
150472,"Black, Jack (I)",M
150479,"Black, James (II)",M
150506,"Black, Jay (I)",M
150526,"Black, Jeremy (I)",M
150542,"Black, Jimmy C.",M
150547,"Black, Joe (V)",M
150632,"Black, Larry (I)",M
150640,"Black, Leon (I)",M
150648,"Black, Louis (I)",M
150649,"Black, Lucas (II)",M
150683,"Black, Maurice (I)",M
150713,"Black, Mikey",M
150782,"Black, Robert (I)",M
150847,"Black, Shane (I)",M
150904,"Black, Tim (I)",M
150920,"Black, Tre",M
150923,"Black, Trevor (II)",M
150936,"Black, Wes",M
150991,"Blackburn III, Robert E.",M
150995,"Blackburn, Bill (II)",M
151037,"Blackburn, James (IV)",M
151054,"Blackburn, Ken",M
151065,"Blackburn, Michael C.",M
151079,"Blackburn, Quin A.",M
151082,"Blackburn, Richard (I)",M
151132,"Blackehart, Stephen",M
151138,"Blacker, David (I)",M
151251,"Blackman, Don (I)",M
151252,"Blackman, Don (II)",M
151253,"Blackman, Ernie",M
151267,"Blackman, Jeremy (I)",M
151294,"Blackman, Rolando",M
151299,"Blackman, Sean (I)",M
151321,"Blackmer, Sidney (I)",M
151396,"Blackmun, Harry A.",M
151404,"Blackner, Danny",M
151412,"Blackoff, Edward",M
151425,"Blackshaw, Anthony",M
151428,"Blackshear, Aaron",M
151439,"Blackshire, Geoffrey",M
151455,"Blackson, Michael",M
151482,"Blackstone, Don",M
151550,"Blackwell, Chris (I)",M
151556,"Blackwell, David (I)",M
151564,"Blackwell, Douglas",M
151572,"Blackwell, Gordon",M
151624,"Blackwell, Patrick",M
151625,"Blackwell, Paul (I)",M
151627,"Blackwell, Peter (I)",M
151635,"Blackwell, Richard L.",M
151644,"Blackwell, Rus",M
151658,"Blackwell, Steven (II)",M
151741,"Blackwood, Vas",M
151744,"Blaco, Scott",M
151749,"Blacque, Taurean",M
151837,"Blades, Rubén",M
151873,"Blaetz, Pierson",M
151998,"Blaikie, Peter",M
152014,"Blain, Gérard",M
152057,"Blaine, David (I)",M
152068,"Blaine, Hal",M
152089,"Blaine, Mickey",M
152092,"Blaine, Phillip",M
152117,"Blair, Andre",M
152131,"Blair, Bill (III)",M
152162,"Blair, Craig (I)",M
152165,"Blair, D.J.",M
152171,"Blair, David (IV)",M
152172,"Blair, David (V)",M
152181,"Blair, Dennis (I)",M
152188,"Blair, Don (III)",M
152206,"Blair, Euan",M
152209,"Blair, Frank (II)",M
152230,"Blair, Henry",M
152291,"Blair, Lionel",M
152317,"Blair, Michael L.",M
152328,"Blair, Nicky (I)",M
152374,"Blair, Ron (I)",M
152401,"Blair, T.J.",M
152409,"Blair, Tom (I)",M
152413,"Blair, Tony (I)",M
152423,"Blair, William (II)",M
152444,"Blaire, Joseph",M
152446,"Blaire, Ronnie Dee",M
152448,"Blaire, Willie",M
152475,"Blais, Peter",M
152490,"Blaisdell, Brad",M
152502,"Blaisdell, Nesbitt",M
152503,"Blaisdell, Paul",M
152511,"Blaise, Alexander",M
152536,"Blaisse, John",M
152566,"Blake (IV)",M
152572,"Blake Jr., John",M
152574,"Blake Jr., Thomas Walter",M
152591,"Blake, Andre B.",M
152601,"Blake, Arthur (I)",M
152602,"Blake, Arthur (II)",M
152644,"Blake, Clement",M
152655,"Blake, Craig (I)",M
152660,"Blake, Dalias",M
152679,"Blake, Deryck",M
152708,"Blake, Geoffrey",M
152727,"Blake, Howard",M
152750,"Blake, Jason",M
152761,"Blake, Jerome (I)",M
152763,"Blake, Jim (I)",M
152768,"Blake, Joel (I)",M
152781,"Blake, Jonathan",M
152799,"Blake, Larry (I)",M
152801,"Blake, Larry J.",M
152817,"Blake, Marty",M
152821,"Blake, Maurice",M
152828,"Blake, Michael (IV)",M
152837,"Blake, Nicholas (III)",M
152842,"Blake, Noah",M
152847,"Blake, Oliver",M
152852,"Blake, Paul (II)",M
152859,"Blake, Perry Andelin",M
152878,"Blake, Richard (II)",M
152882,"Blake, Richard R.",M
152887,"Blake, Robert (I)",M
152900,"Blake, Roger (I)",M
152912,"Blake, Scott (I)",M
152928,"Blake, Steven (V)",M
152991,"Blakelock, Denys",M
153001,"Blakely, Colin",M
153002,"Blakely, D.L.",M
153004,"Blakely, Don",M
153010,"Blakely, Gene",M
153063,"Blakemore, Michael",M
153087,"Blakeslee, Douglas",M
153098,"Blakesley, Weston",M
153105,"Blakey, Art",M
153115,"Blakey, Howard",M
153119,"Blakey, John",M
153166,"Blakstad, Matthew",M
153194,"Blalock, Steve",M
153195,"Blalock, Vaune",M
153207,"Blamire, Larry",M
153211,"Blampied, David",M
153253,"Blanc, Gérard",M
153259,"Blanc, JB",M
153280,"Blanc, Matéo",M
153282,"Blanc, Mel",M
153286,"Blanc, Michel (I)",M
153336,"Blancard, Jarred",M
153337,"Blancard, René",M
153358,"Blanch, Dennis",M
153363,"Blanch, Jaime",M
153378,"Blanchar, Pierre",M
153414,"Blanchard, David (II)",M
153417,"Blanchard, Edward",M
153442,"Blanchard, James (I)",M
153485,"Blanchard, Morgan",M
153505,"Blanchard, Rick (III)",M
153512,"Blanchard, Ron (I)",M
153521,"Blanchard, Terence (I)",M
153539,"Blanche, Francis",M
153547,"Blanche, Robert (I)",M
153548,"Blanche, Roland",M
153567,"Blanchet, Nicholas D.",M
153615,"Blanchot, Jackie",M
153621,"Blanck, Curtis",M
153742,"Blanco, Eumenio",M
153759,"Blanco, Fred",M
153835,"Blanco, Marco (I)",M
153916,"Blanco, Tomás (I)",M
153980,"Bland, John David",M
153981,"Bland, John Harrington",M
153982,"Bland, Johnnie",M
154010,"Bland, Steven",M
154023,"Blanda, Robert (I)",M
154026,"Blande, Christopher",M
154035,"Blandford, Jim",M
154082,"Blandshaw, Ralph",M
154106,"Blane, Steve (I)",M
154121,"Blaness, Georges",M
154136,"Blaney, Keith (I)",M
154141,"Blaney, Tim",M
154169,"Blank, Brad",M
154178,"Blank, Earl",M
154184,"Blank, Harrod",M
154238,"Blanke, Oscar",M
154337,"Blankfield, Mark",M
154365,"Blanks, Billy",M
154389,"Blankshine, Robert",M
154432,"Blanshard, Joby",M
154444,"Blanton, Arell",M
154537,"Blasband, Philippe",M
154595,"Blasco, Tito",M
154604,"Blase, David K.",M
154685,"Blasko, Dan",M
154758,"Blasucci, Dick",M
154788,"Blatch, Kevin",M
154791,"Blatchford, Edward",M
154797,"Blatchley, Joseph",M
154813,"Blatnick, Tommy",M
154818,"Blatt, Daniel H.",M
154850,"Blattner, Jemal",M
154855,"Blatty, William Peter",M
154912,"Blaustein, Barry W.",M
155091,"Blazek, Jan",M
155115,"Blazer, Jonathan",M
155124,"Blazevic, Alain",M
155157,"Blazier, John E.",M
155169,"Blazquez, Alain",M
155175,"Blazy, Jeff",M
155178,"Blazyca, Richard",M
155189,"Bleach, Julian",M
155198,"Bleakley, Mick",M
155207,"Blears, Lord 'Tally Ho'",M
155215,"Bleasdale, John",M
155223,"Bleazer, Dominic",M
155229,"Blech, Hans Christian",M
155241,"Blechen, Chuck",M
155252,"Blechman, Jonah",M
155278,"Bleckner, Ross",M
155306,"Bledsoe, Drew",M
155350,"Bleeker, Henry 'Hank'",M
155377,"Bleibtreu, Moritz",M
155398,"Bleifer, John",M
155450,"Blendell, Troy",M
155457,"Blendick, James",M
155491,"Bleont, Claudiu",M
155515,"Blessed, Brian",M
155527,"Blessing, Jack",M
155535,"Blessing, Rick",M
155553,"Bletcher, Billy",M
155569,"Bletzer, Russell",M
155574,"Bleu, Corbin",M
155579,"Bleu, Jacques",M
155604,"Blevins, Cory",M
155613,"Blevins, James",M
155621,"Blevins, Joe L.",M
155624,"Blevins, Jordan",M
155719,"Blick, Hugo",M
155721,"Blick, Jonathan",M
155729,"Blicker, Jason",M
155751,"Blier, Bernard",M
155769,"Bligh, Jack",M
155808,"Blillita, Aissa",M
155847,"Blincoe, Pete",M
155911,"Blinkoff, Daniel",M
155923,"Blinn, F.",M
155984,"Bliss, Ian (I)",M
155985,"Bliss, Ian (II)",M
155990,"Bliss, John (I)",M
155992,"Bliss, Jonah",M
156014,"Bliss, Ron",M
156049,"Blitz, Jacob",M
156059,"Blitz, Rusty (I)",M
156159,"Bloch, Bernard (I)",M
156195,"Bloch, Jonas",M
156199,"Bloch, Kurt (I)",M
156206,"Bloch, Merv (I)",M
156219,"Bloch, Phillip (I)",M
156245,"Blocher, Kent",M
156281,"Block, Bruce A.",M
156286,"Block, Cody",M
156349,"Block, Larry (I)",M
156365,"Block, Oliver",M
156411,"Blocker, Dirk",M
156549,"Blokhin, Vitali",M
156585,"Blom, Jani",M
156639,"Blomberg, Sebastian",M
156708,"Blomquist, Will",M
156725,"Blomqvist, Markku",M
156770,"Blonday, Jean-Paul",M
156816,"Blondell, Brian",M
156850,"Blondrage, Adam",M
156854,"Blondy, Pierre",M
156878,"Blood Circus",M
156898,"Blood, John (I)",M
156899,"Blood, John (II)",M
156915,"Blood, Willi One",M
156975,"Bloom, Brian",M
157033,"Bloom, John (I)",M
157035,"Bloom, John (III)",M
157074,"Bloom, Matt (I)",M
157083,"Bloom, Mitchell (II)",M
157088,"Bloom, Orlando",M
157090,"Bloom, Paul (II)",M
157118,"Bloom, Tom (I)",M
157126,"Bloom, William (I)",M
157151,"Bloomer, J. Neil",M
157178,"Bloomfield, John",M
157201,"Bloomfield, Sedly",M
157206,"Bloomgren, Durwood",M
157242,"Blore, Eric",M
157267,"Blossom, Alvin",M
157276,"Blossom, Roberts",M
157304,"Blott, Paul",M
157344,"Blount Jr., Roy",M
157357,"Blount, Corie",M
157392,"Blount, Steve",M
157398,"Blount, Will",M
157399,"Blount, William (I)",M
157413,"Blow, Kurtis",M
157434,"Blowers, Sean",M
157484,"Blucas, Marc",M
157499,"Blue (I)",M
157505,"Blue (XVII)",M
157515,"Blue Dancers of Goulamine, The",M
157560,"Blue, Brother",M
157598,"Blue, Jonny",M
157628,"Blue, Monte",M
157656,"Blue, Sugar",M
157661,"Blue, Travis (I)",M
157673,"Bluebell, Bobby",M
157698,"Blues Traveler",M
157720,"Bluestein, David (I)",M
157747,"Bluett, Lennie",M
157761,"Bluhm, Brady",M
157777,"Blum Jr., Ralph",M
157794,"Blum, Conradin",M
157826,"Blum, Jack (I)",M
157832,"Blum, Jeff (I)",M
157861,"Blum, Mark (I)",M
157866,"Blum, Max (I)",M
157867,"Blum, Max E.",M
157876,"Blum, Richard (I)",M
157892,"Blum, Stanford",M
157897,"Blum, Steve (IX)",M
157921,"Blumberg, Don",M
157939,"Blumberg, Stuart",M
157940,"Blumberg, Ted",M
157983,"Blumenberg, Hans-Christoph",M
157985,"Blumenfeld, Alan",M
158017,"Blumenkrantz, Jeff",M
158034,"Blumenstock, Michael",M
158043,"Blumenthal, Brad",M
158047,"Blumenthal, E.",M
158050,"Blumenthal, George (I)",M
158138,"Blundell, Graeme",M
158143,"Blundell, John (I)",M
158168,"Blunt, Augie",M
158219,"Bluteau, Lothaire",M
158225,"Bluthal, John",M
158226,"Blutman, Mark (I)",M
158227,"Bluto, John",M
158229,"Bluto, Tony",M
158247,"Bly, Stan",M
158249,"Bly, Wesley",M
158275,"Blynn, Jeff",M
158281,"Blystone, Stanley",M
158310,"Blythe, Benedick",M
158321,"Blythe, Geoffrey",M
158333,"Blythe, Peter (I)",M
158336,"Blythe, Robert",M
158473,"Blümner, Rudolf",M
158489,"Bo (XI)",M
158560,"Boa, Bruce",M
158562,"Boa, Liu",M
158601,"Boag, Wally",M
158615,"Boakye, Adusah",M
158657,"Board, Robert",M
158672,"Boardman, Chad",M
158692,"Boardman, Lee",M
158700,"Boardman, Phil",M
158702,"Boardman, Robert",M
158729,"Boas, John",M
158786,"Boatman, Michael",M
158907,"Bob, Crackhead",M
158932,"Bob, Sam",M
158960,Bobalu,M
159000,"Bobbie, Walter",M
159025,"Bobbitt, Russell",M
159081,"Bobby, John",M
159262,"Bobrinskoy, Alexis",M
159275,"Bobrov, Ivan",M
159298,"Bobrow, Mitchell",M
159314,"Bobst, Brandon",M
159385,"Bocca, Julio",M
159391,"Boccaccini, Guido",M
159394,"Boccaccio, Gil",M
159405,"Boccaletti, Andrea",M
159430,"Boccelli, Dick",M
159453,"Bocci, Gildo",M
159463,"Boccia, Luis",M
159471,"Boccio, Michael",M
159528,"Boche, Herbert",M
159576,"Bochner, Hart",M
159577,"Bochner, Lloyd",M
159628,"Bock, Frank",M
159665,"Bock, Mitchell",M
159671,"Bock, Pete",M
159688,"Bock, Tim",M
159722,"Bocket, Bill",M
159763,"Bockstael, Robert",M
