actorid,name,sex
71960,"Auster, Pete (I)",M
71969,"Austerwell, David",M
71999,"Austin, Alan (II)",M
72001,"Austin, Albert",M
72002,"Austin, Alex",M
72050,"Austin, Carl (I)",M
72075,"Austin, Cornelius",M
72090,"Austin, Dave (I)",M
72104,"Austin, David Lloyd",M
72141,"Austin, Ford",M
72142,"Austin, Frank (I)",M
72155,"Austin, George (I)",M
72183,"Austin, Jack (III)",M
72195,"Austin, James Skully",M
72202,"Austin, Jeff (I)",M
72219,"Austin, Jimmy (I)",M
72262,"Austin, Lauraine",M
72273,"Austin, Mark (I)",M
72274,"Austin, Mark (III)",M
72306,"Austin, Ned",M
72319,"Austin, Paul (I)",M
72375,"Austin, Simon (I)",M
72384,"Austin, Steve (IV)",M
72421,"Austin, William (I)",M
72423,"Austin, Winston",M
72430,"Austin-Olsen, Shaun",M
72434,"Austine, Ryan",M
72526,"Auteuil, Daniel",M
72534,"Autheman, Marc",M
72539,"Authier, Jacques",M
72584,"Autore Jr., Umberto",M
72587,"Autore, Tony (II)",M
72604,"Autrey, Aspen",M
72614,"Autry, Alan",M
72714,"Auzel, Maurice",M
72789,"Avallone, Alfred",M
72812,"Avalon, Frank Burt",M
72813,"Avalon, Frankie",M
72848,"Avalos, Luis (I)",M
72894,"Avant, Clarence",M
72898,"Avant, John",M
72943,"Avari, Erick",M
72949,"Avary, Eric",M
73046,"Ave, Steve",M
73089,"Avelar, David",M
73143,"Avellaneda, Martin",M
73149,"Avellar, Joe",M
73163,"Avellone, Gregory",M
73178,"Avenall, Mike",M
73255,"Avera, Jamie",M
73297,"Averill, Ric",M
73319,"Averitt, Julius",M
73326,"Averlant, Eric",M
73327,"Averlont, Erik",M
73362,"Avery II, Lloyd",M
73366,"Avery Weiss, Eric",M
73369,"Avery, Anthony",M
73378,"Avery, Brian (I)",M
73392,"Avery, Ché J.",M
73430,"Avery, James (I)",M
73435,"Avery, John (III)",M
73472,"Avery, Paul (I)",M
73478,"Avery, Rick",M
73498,"Avery, Teodross",M
73501,"Avery, Tol",M
73504,"Avery, Val",M
73582,"Aviance, Kevin",M
73600,"Avidon, Nelson",M
73605,"Aviel, Shimon",M
73691,"Avila, Jesus R.",M
73695,"Avila, John (I)",M
73717,"Avila, Mario",M
73755,"Avildsen, Christopher",M
73757,"Avildsen, Jonathan",M
73770,"Aviles, Eric",M
73791,"Aviles, Rick",M
73794,"Aviles, Vic",M
73889,"Aviss, Mark",M
73960,"Avnet, Jacob",M
73963,"Avni, Amos",M
73998,"Avon, Roger",M
74018,"Avoth, Justin",M
74033,"Avrahami, Uri",M
74036,"Avram, Chris",M
74255,"Awang (I)",M
74261,"Awanzino, Erick",M
74299,"Awbrey, James 'Chick'",M
74453,"Axelrod, George",M
74455,"Axelrod, Jack",M
74465,"Axelrod, Robert (I)",M
74471,"Axelrod, Steve",M
74570,"Axmaker Jr., Ken",M
74606,"Axton, Hoyt",M
74724,"Ayala, Eddie",M
74742,"Ayala, Guillermo",M
74886,"Ayari, Ramia",M
74932,"Aybar, Andres",M
74964,"Aycock, Jim",M
75069,"Aye, Chan",M
75071,"Aye, Jimmy",M
75101,"Ayer, Harold",M
75133,"Ayers, Chad",M
75144,"Ayers, Curt",M
75160,"Ayers, Harry",M
75166,"Ayers, Jeff (I)",M
75206,"Ayers, Sam",M
75211,"Ayers, Stephen Michael",M
75215,"Ayers, Tom",M
75237,"Ayesu, Joseph Wilson",M
75262,"Ayik, Familie",M
75265,"Ayila, Tumba",M
75288,"Aykroyd, Dan",M
75289,"Aykroyd, P.H.",M
75290,"Aykroyd, Peter",M
75307,"Aylesworth, Arthur",M
75309,"Aylesworth, Bill",M
75320,"Aylett, Martin",M
75352,"Aylmer, Felix",M
75375,"Aylward, John",M
75378,"Aylward, Peter",M
75380,"Aylward, Rory J.",M
75467,"Ayon, Shane",M
75498,"Ayoub, Michael",M
75532,"Ayral, Necdet Mahfi",M
75545,"Ayre, Kristian",M
75571,"Ayres, Gerald",M
75593,"Ayres, Lew",M
75608,"Ayres, Robert (I)",M
75614,"Ayres, Sydney",M
75630,"Ayrton, Randle",M
75725,"Ayuso, Mario",M
75773,"Aza, Sebastian",M
75847,"Azaiez, Samy",M
75944,"Azaria, Hank",M
76042,"Azeff, Michael",M
76081,"Azevedo Jr., John",M
76137,"Azevedo, Mike (I)",M
76228,"Azimov, Richard",M
76243,"Azito, Tony",M
76247,"Aziz (II)",M
76352,"Azizi, Anthony",M
76365,"Azizi, Rahi",M
76460,"Aznavour, Charles",M
76480,"Azor, Herbie",M
76484,"Azor, Steve",M
76487,"Azorín, Eloy",M
76489,"Azorín, Pedro",M
76514,"Azoum, Ahmed",M
76555,"Azrael, James",M
76576,"Azteca, Samuel",M
76759,"Azzaro, Rome",M
76761,"Azzato, Joe",M
76775,"Azzinaro, Christian A.",M
76777,"Azzinaro, Jeffery",M
76828,"Azzouz, Ichraf",M
76876,"Aïm, Pierre (I)",M
76880,"Aïssa, Mounir",M
76945,"B, Khaz",M
76955,"B, Wesley",M
76959,B-Fine,M
76964,B-Real,M
77245,"Baake, Thommi",M
77497,"Babanoitis, Con",M
77512,"Babar, Marius",M
77542,"Babatundé, Obba",M
77607,"Babb, Gene (I)",M
77642,"Babbage, Alistair",M
77647,"Babbage, Wilfred",M
77698,"Babbs, Ken",M
77701,"Babbs, O.B.",M
77706,"Babchak, Jim",M
77725,"Babcock, David (I)",M
77775,"Babcock, Todd",M
77798,"Babendure, Jeremy",M
77799,"Babenia, Bob",M
77815,"Baber, Brendan",M
77826,"Baber, Ryan",M
77838,"Babes Jazz Band",M
77885,"Babic, Marin",M
77915,"Babich, Roy",M
77962,"Babin, Hugh Joseph",M
77972,"Babin, Philippe",M
78038,"Babiuk, Roy",M
78102,"Baboon, Raj",M
78114,"Babot, Philip",M
78150,"Babson, James",M
78152,"Babson, Thomas",M
78298,"Baby, Dave (I)",M
78356,"Baca, Jason Aaron",M
78358,"Baca, Jimmy Santiago",M
78360,"Baca, John-Michael",M
78371,"Baca, Lawrence R.",M
78390,"Baca, Rupert",M
78413,"Bacall, Michael",M
78446,"Bacarella, Mike",M
78587,"Bach, August",M
78608,"Bach, Edward (II)",M
78617,"Bach, Ernest Curt",M
78721,"Bach-Agha, Hassan",M
78744,"Bachand, James A.",M
78751,"Bachar, Dian (I)",M
78759,"Bacharach, Burt",M
78760,"Bacharach, Nicoll",M
78796,"Bachelder, John",M
78915,"Bachlow, Alec",M
78924,"Bachman, Charles A.",M
78959,"Bachmann, Conrad",M
79104,"Bacic, Steve",M
79109,"Bacich, Mike",M
79115,"Bacigalupi, Louis",M
79124,"Bacik, Boris",M
79130,"Bacile, Todd",M
79136,"Bacino, Chuck",M
79137,"Bacino, Joe",M
79142,"Baciocco, Grant",M
79205,"Backer, Brian (I)",M
79237,"Backes, Michael",M
79269,"Backhurst, Don (I)",M
79291,"Backman, Anthony",M
79353,"Backstrom, Greg (I)",M
79381,"Backus, Jim",M
79466,"Bacon, Irving",M
79470,"Bacon, James (I)",M
79479,"Bacon, John (I)",M
79487,"Bacon, Kevin (I)",M
79511,"Bacon, Nick (I)",M
79515,"Bacon, Norman",M
79534,"Bacon, Roger (I)",M
79537,"Bacon, Shelby",M
79555,"Bacon, Walter (I)",M
79585,"Bacquier, Gabriel",M
79679,"Badalamenti, Angelo",M
79688,"Badalato, T.C.",M
79707,"Badalucco Jr., Joseph",M
79709,"Badalucco, Michael",M
79742,"Badarou, Deen",M
79781,"Badcoe, Brian",M
79788,"Baddeley, John",M
79842,"Badejo, Bolaji",M
79846,"Badel, Alan",M
79921,"Bader, Diedrich",M
79956,"Bader, Scott (I)",M
79959,"Bader, Terry",M
79964,"Baderinwa, Richard",M
79965,"Baderman, Rupert",M
80012,"Badger, Paul",M
80017,"Badger, Russell",M
80040,"Badham, John",M
80095,"Badila, John",M
80128,"Badin, Jean",M
80169,"Badiyi, Reza",M
80259,"Badoul, Auda Mohammed",M
80298,"Badreya, Sayed",M
80324,"Badstibner, Jimmy",M
80352,"Badurina, Livio",M
80473,"Baehrentz, Nils-Olof",M
80560,"Baer Jr., Max",M
80568,"Baer, Bogdan",M
80570,"Baer, Brett",M
80580,"Baer, David (I)",M
80595,"Baer, Harry",M
80624,"Baer, Parley",M
80651,"Baerg, Jason (I)",M
80653,"Baerga, Carlos",M
80659,"Baerow, Harald",M
80679,"Baerwald, David",M
80693,"Baessato, Giacomo",M
80703,"Baetens, Karel",M
80724,"Baeyens, Stef",M
80827,"Bafaloukos, Ted",M
80850,"Baffico, James A.",M
80952,"Bagby, Ben",M
80961,"Bagby, Jason (I)",M
80963,"Bagby, Larry",M
81011,"Bagdasarian, Ross",M
81026,"Bagden, Ron",M
81052,"Bagenal, Philip",M
81068,"Bagg, Ian",M
81082,"Baggadonuts, DJ",M
81133,"Bagget, Paul",M
81146,"Baggett, Jeffrey P.",M
81185,"Baggot, King (I)",M
81205,"Baggs, James",M
81242,"Bagheri, Abdolrahman",M
81262,"Baghino, Gianni",M
81337,"Bagley, Fuddle",M
81357,"Bagley, Ross (I)",M
81359,"Bagley, Sam (I)",M
81364,"Bagley, Tim",M
81374,"Baglia, Robert",M
81415,"Bagnall, Jamie",M
81417,"Bagnall, Lee",M
81451,"Bagnell, William",M
81454,"Bagneris, Vernel",M
81457,"Bagni, Fabrice",M
81467,"Bagnole, Joe",M
81484,"Bagolini, Silvio",M
81490,"Bagorro, Manuel",M
81546,"Baguez, Salvador",M
81583,"Bagwell, Bill",M
81636,"Bahador, Assad",M
81736,"Bahary, Bosnali",M
81870,"Bahner, Blake",M
81931,"Bahr, John",M
81936,"Bahr, Marco",M
81939,"Bahr, Michael",M
81948,"Bahr, Tom",M
81982,"Bahrenburg, Bruce",M
81986,"Bahri, Lofti",M
81992,"Bahri, Taoufic",M
81993,"Bahri, Walid",M
82032,"Bahúl, Milan",M
82155,"Baier, Robert (I)",M
82197,"Baigent, Harold",M
82235,"Baikie, Peter",M
82281,"Bailey (XIV)",M
82297,"Bailey Jr., Robert",M
82298,"Bailey Sr., Alvin D.",M
82326,"Bailey, Alfred",M
82331,"Bailey, Alvin E.",M
82333,"Bailey, Andrew (I)",M
82346,"Bailey, Anthony (I)",M
82370,"Bailey, Bill (II)",M
82372,"Bailey, Bill (IV)",M
82442,"Bailey, Charles (II)",M
82505,"Bailey, D'Army",M
82506,"Bailey, Damian",M
82528,"Bailey, David (III)",M
82549,"Bailey, Dennis (I)",M
82556,"Bailey, Devin",M
82593,"Bailey, Eion",M
82609,"Bailey, Ewan",M
82620,"Bailey, G.W.",M
82661,"Bailey, Harry A. (I)",M
82673,"Bailey, J. Robert",M
82679,"Bailey, Jack (I)",M
82714,"Bailey, Jason (II)",M
82728,"Bailey, Jeff (I)",M
82755,"Bailey, Joe (I)",M
82761,"Bailey, Joel (I)",M
82767,"Bailey, John (IV)",M
82838,"Bailey, Kyle (I)",M
82875,"Bailey, Mark (I)",M
82888,"Bailey, Mark Chandler",M
82980,"Bailey, Peter (II)",M
82981,"Bailey, Peter (III)",M
82989,"Bailey, Philip (I)",M
83001,"Bailey, Raymond (I)",M
83087,"Bailey, Shane (I)",M
83094,"Bailey, Sheridan",M
83095,"Bailey, Sherwood",M
83101,"Bailey, Sobe",M
83140,"Bailey, Tom (II)",M
83157,"Bailey, Van",M
83172,"Bailey, William (I)",M
83191,"Bailey-Gates, Charles",M
83202,"Bailie, David (I)",M
83216,"Bailin, Jacob",M
83247,"Baille, Philippe",M
83306,"Baillot, Pierre",M
83353,"Baily, Chris (I)",M
83363,"Baily, Kirk",M
83368,"Baily, Richard 'Dr.'",M
83390,"Bain, Abie",M
83393,"Bain, Al",M
83427,"Bain, Conrad",M
83494,"Bain, Ron",M
83509,"Bain, Trevor",M
83516,"Bainborough, Bob",M
83558,"Baines, Bob",M
83560,"Baines, Brian",M
83566,"Baines, Christopher",M
83622,"Baio, Jimmy",M
83639,"Baiocco, Paolo",M
83656,"Bair, John D.",M
83658,"Bair, Kirk",M
83668,"Bair, Stewart",M
83690,"Baird, Anthony",M
83692,"Baird, Benjamin V.",M
83700,"Baird, Brad",M
83709,"Baird, Charles (II)",M
83711,"Baird, Charlie",M
83720,"Baird, Daniel",M
83761,"Baird, Jimmy",M
83764,"Baird, John (I)",M
83800,"Baird, Peter (I)",M
83801,"Baird, Phillip",M
83805,"Baird, Richard",M
83818,"Baird, Scott (I)",M
83837,"Baird, Yogi",M
83851,"Bairos, Gary",M
83860,"Bairstow, Scott",M
83920,"Baity, Scott",M
83922,"Baitz, Jon Robin",M
83932,"Baixas, Nico",M
83970,"Bajaj, Aseem",M
83983,"Bajaj, Riju",M
84026,"Bajenski, Len",M
84058,"Bajja, Hassan",M
84087,"Bajo, Julio (I)",M
84127,"Bajpayee, Manoj",M
84246,"Baka, Jeremy",M
84247,"Baka, Joe",M
84249,"Baka, Léocadie",M
84292,"Bakalyan, Richard",M
84309,"Bakar, Dion Abu",M
84353,"Bakatman, Scott",M
84362,"Bakay, Nick",M
84394,"Bakeman, Gary",M
84409,"Baker III, Robert Allison",M
84422,"Baker, Aaron (I)",M
84486,"Baker, Andy (I)",M
84500,"Baker, Art",M
84501,"Baker, Arthur (I)",M
84529,"Baker, Benny",M
84554,"Baker, Blane",M
84558,"Baker, Bob (V)",M
84560,"Baker, Bob (XIX)",M
84573,"Baker, Brad (I)",M
84590,"Baker, Brett",M
84608,"Baker, Bruce (I)",M
84612,"Baker, Bryan (II)",M
84617,"Baker, Bubba",M
84618,"Baker, Buck (I)",M
84631,"Baker, Carle E.",M
84684,"Baker, Christopher (I)",M
84690,"Baker, Chuck (III)",M
84726,"Baker, Damani",M
84752,"Baker, Danny (II)",M
84787,"Baker, David Aaron",M
84793,"Baker, David Lain",M
84805,"Baker, Dee Bradley",M
84806,"Baker, Del (I)",M
84807,"Baker, Del (II)",M
84810,"Baker, Dennis (II)",M
84825,"Baker, Dick (I)",M
84829,"Baker, Don (III)",M
84834,"Baker, Don (X)",M
84840,"Baker, Don Henderson",M
84864,"Baker, Dylan (I)",M
84875,"Baker, Eddie (I)",M
84909,"Baker, Frank (I)",M
84911,"Baker, Frank (III)",M
84923,"Baker, Freddie",M
84935,"Baker, Gene (I)",M
84940,"Baker, George (I)",M
84954,"Baker, George Anthony",M
84992,"Baker, Henry Judd",M
85011,"Baker, Jack (I)",M
85023,"Baker, James (I)",M
85026,"Baker, James (IV)",M
85071,"Baker, Jay (I)",M
85116,"Baker, Jimmy (I)",M
85120,"Baker, Joby",M
85121,"Baker, Joe (I)",M
85127,"Baker, Joe (XIII)",M
85128,"Baker, Joe Don",M
85148,"Baker, John (V)",M
85194,"Baker, Jonathan Stockwell",M
85263,"Baker, Kenny (I)",M
85302,"Baker, Lennie",M
85303,"Baker, Lenny",M
85341,"Baker, Mark (V)",M
85356,"Baker, Mark A. (III)",M
85397,"Baker, Matthew I.",M
85429,"Baker, Mickey (II)",M
85482,"Baker, Nicky (I)",M
85492,"Baker, Ox",M
85549,"Baker, Ray (I)",M
85567,"Baker, Rich (I)",M
85584,"Baker, Richard Alan",M
85586,"Baker, Richard James",M
85587,"Baker, Rick (I)",M
85644,"Baker, Rupert",M
85669,"Baker, Scott (III)",M
85673,"Baker, Scott (VI)",M
85688,"Baker, Scott Thompson (I)",M
85690,"Baker, Sean (I)",M
85701,"Baker, Shaun (I)",M
85714,"Baker, Simon (I)",M
85715,"Baker, Simon (III)",M
85724,"Baker, Stanley (I)",M
85731,"Baker, Steve (II)",M
85750,"Baker, Tab",M
85759,"Baker, Terrence (I)",M
85764,"Baker, Thom (I)",M
85785,"Baker, Todd (I)",M
85786,"Baker, Todd (IV)",M
85794,"Baker, Tom (I)",M
85795,"Baker, Tom (II)",M
85805,"Baker, Tommy (I)",M
85818,"Baker, Travis (I)",M
85870,"Baker, William A.",M
85921,"Bakewell, Gary",M
85924,"Bakewell, William",M
85925,"Bakey, Ed",M
85989,"Bakhtiar, Mohammed",M
85992,"Bakhtiari, Afshin Khorshid",M
86030,"Bakich, Vinko",M
86077,"Bakke, Karl",M
86152,"Bakker, Jamie",M
86158,"Bakker, Jim",M
86264,"Bakotee, John",M
86366,"Bakshi, Ralph",M
86411,"Bakula, Scott",M
86418,"Bakunas, A.J.",M
86420,"Bakunas, Steve",M
86457,"Bal, John",M
86499,"Bala, Jose",M
86528,"Balaban, Bob",M
86666,"Balai, Hassein",M
86775,"Balan, Ovidiu",M
87153,"Balchen, Bernt",M
87164,"Balchère, Francis",M
87267,"Baldasare, Nick",M
87283,"Baldassarre, Raf",M
87378,"Balderston, Carrell",M
87470,"Baldini, Oreste (II)",M
87593,"Baldridge, Brad",M
87621,"Balducci, Franco",M
87652,"Balduzzi, Dick",M
87667,"Baldwin, A. Michael",M
87670,"Baldwin, Adam (I)",M
87674,"Baldwin, Alec",M
87694,"Baldwin, Bill (II)",M
87700,"Baldwin, Brad (I)",M
87709,"Baldwin, Bryant",M
87736,"Baldwin, Daniel (I)",M
87764,"Baldwin, Doug (I)",M
87792,"Baldwin, Heath Jacob",M
87812,"Baldwin, Jason (I)",M
87842,"Baldwin, Ken (I)",M
87853,"Baldwin, Lew",M
87872,"Baldwin, Melvin",M
87890,"Baldwin, Peter (I)",M
87921,"Baldwin, Roger (I)",M
87931,"Baldwin, Sean (I)",M
87935,"Baldwin, Sidney (I)",M
87939,"Baldwin, Stephen (I)",M
87966,"Baldwin, Walter (I)",M
87972,"Baldwin, William (I)",M
87987,"Baldyga, Scott",M
87998,"Bale, Andy",M
88003,"Bale, Christian",M
88048,"Balen, Airen",M
88083,"Bales, David A.",M
88108,"Bales, Stephen",M
88210,"Balfour, Eric",M
88225,"Balfour, Michael",M
88254,"Balhaus, Carl",M
88319,"Balicki, Ron",M
88352,"Balikó, Tamás",M
88365,"Balin, Joey",M
88368,"Balin, Michael",M
88370,"Balin, Richard",M
88379,"Balinger, Art",M
88422,"Balis, Elliot",M
88493,"Balkay, Géza",M
88691,"Ball, Jason (I)",M
88700,"Ball, Jeremy (I)",M
88760,"Ball, Mason",M
88783,"Ball, Nicholas (I)",M
88796,"Ball, Ray (I)",M
88807,"Ball, Robert (I)",M
88811,"Ball, Rod",M
88818,"Ball, Sam (IV)",M
88822,"Ball, Seamus",M
88823,"Ball, Sherwood",M
88847,"Ball, Tulsy",M
88848,"Ball, Vincent (I)",M
88858,"Ball, Zachary (V)",M
88913,"Ballan, Michael Henbury",M
88933,"Ballant, Chris",M
88940,"Ballantine, Carl (I)",M
88992,"Ballar, Alex",M
89001,"Ballard, Alimi",M
89013,"Ballard, Carlton",M
89046,"Ballard, Doug",M
89059,"Ballard, Gary (I)",M
89095,"Ballard, Jeffrey (I)",M
89109,"Ballard, Larry (I)",M
89113,"Ballard, Laurence",M
89124,"Ballard, Maurice",M
89142,"Ballard, Ray",M
89143,"Ballard, Reginald",M
89161,"Ballard, Steve (I)",M
89165,"Ballard, Terry",M
89180,"Ballard, William (IV)",M
89218,"Ballas, Nicholas (I)",M
89229,"Ballasso, David",M
89236,"Ballato, John",M
89261,"Ballen, Tony",M
89282,"Ballentine, Desmond",M
89311,"Ballerini, Edoardo",M
89315,"Ballerini, Ugo",M
89472,"Ballets Africains, Les",M
89507,"Ballew, Michael (I)",M
89578,"Ballinger, Christopher (I)",M
89614,"Ballista, Gigi",M
89653,"Ballog, Edward",M
89668,"Ballora, Greg",M
89678,"Ballot, Steve",M
89686,"Ballou, Howard",M
89689,"Ballou, Mark",M
89772,"Balme, Timothy",M
89778,"Balmer, Jean-François",M
89807,"Balmos, Tom",M
89950,"Balogun, Abdul-Fatai",M
89984,"Baloo (I)",M
90053,"Balsam, Bert F.",M
90056,"Balsam, Martin",M
90083,"Balsamo, Vito",M
90088,"Balsan, Humbert",M
90091,"Balsbaugh, Dale",M
90092,"Balsbaugh, Richie",M
90135,"Balsim, Eric",M
90265,"Balter, James",M
90267,"Balter, Sam",M
90273,"Baltes, Alan",M
90293,"Balthazar, Jean-Michel",M
90294,"Balthazar, Jimmie Lee",M
90355,"Baltz, Kirk",M
90368,"Baltzer, Jonathan",M
90390,"Baluev, Aleksandr",M
90589,"Bam, Bam (I)",M
90624,"Bambaataa, Afrika",M
90681,"Bamberry, Lee Jay",M
90712,"Bambridge, Bill",M
90754,"Bamford, James (I)",M
90756,"Bamford, Johnny",M
90764,"Bamford, Simon",M
90785,"Bamji, Firdous",M
90788,"Bamman, Gerry",M
90843,"Ban, Prosperous",M
90860,"Bana, Eric",M
90900,"Banai, Sigalit",M
90903,"Banai, Ya'ackov",M
90960,"Banas, Robert",M
91055,"Bancroft, Benjie",M
91057,"Bancroft, Bob",M
91058,"Bancroft, Bradford",M
91061,"Bancroft, Cameron",M
91069,"Bancroft, George (I)",M
91072,"Bancroft, George (IV)",M
91094,"Bancs, Lesley Rae",M
91115,"Band, Alex",M
91117,"Band, American Legion",M
91219,"Band, Michael Moon",M
91322,"Banda, Pal",M
91394,"Bandel, Murray",M
91405,"Bandemer, John",M
91416,"Bandera, Manuel",M
91423,"Banderas, Antonio",M
91448,"Bandey, Paul",M
91458,"Bandhu, Ved",M
91483,"Bandiero, Al",M
91634,"Bandy, Kevin",M
91638,"Bandy, Moe",M
91701,"Bandyopadhyay, Tushar",M
91725,"Bane, Holly",M
91736,"Bane, Monty",M
91833,"Banerjee, Gupi (I)",M
91834,"Banerjee, Haren",M
91859,"Banerjee, Lalchand",M
91942,"Banerjee, Subir (I)",M
91965,"Banerjee, Victor",M
91993,"Banfalvi, Ted",M
92058,"Bang, Glenn",M
92103,"Bang-Hansen, Arne",M
92143,"Bangera, Santosh",M
92216,"Bangs, Lance",M
92232,"Bangura, Ahmed",M
92255,"Banham, Russ",M
92303,"Banicevic, Petar",M
92336,"Banionis, Donatas",M
92337,"Banionis, Raimundas",M
92395,"Bank, Douglas",M
92397,"Bank, Frank",M
92431,"Banker, Carol",M
92447,"Bankerd, Chad",M
92478,"Bankins, Peter",M
92497,"Bankov, Banko",M
92501,"Bankowski, Thomas",M
92541,"Banks, Boyd",M
92553,"Banks, Caerthan",M
92597,"Banks, David (III)",M
92609,"Banks, Dennis (I)",M
92634,"Banks, Ernie Lee",M
92642,"Banks, Gene (I)",M
92712,"Banks, Jonathan",M
92736,"Banks, Leslie (I)",M
92737,"Banks, Linden",M
92782,"Banks, Ogie",M
92790,"Banks, Peter (I)",M
92831,"Banks, Russell (I)",M
92838,"Banks, Sam Dunbar",M
92853,"Banks, Steven (I)",M
92871,"Banks, Tommy (I)",M
92906,"Bankson, Jon (II)",M
92930,"Banlaki, Andras",M
92965,"Bannen, Ian",M
92968,Banner,M
93020,"Bannerjee, Kali",M
93023,"Bannerjee, Kanu",M
93103,"Bannister, Alan John",M
93109,"Bannister, Daniel D.",M
93127,"Bannister, Jeffrey (I)",M
93150,"Bannister, Reggie",M
93175,"Bannon, Chad",M
93188,"Bannon, Jack (I)",M
93190,"Bannon, James (I)",M
93194,"Bannon, Jim (I)",M
93205,"Bannon, Paul",M
93206,"Bannon, Peter",M
93224,"Banny, Jeannot",M
93258,"Banowetz, Brian",M
93318,"Bansuelo, Hernando",M
93335,"Banta, Matthew",M
93338,"Banta, Pat",M
93410,"Bantum, Kenneth",M
93611,"Baptist, Nigel (I)",M
93678,"Baptiste, Frédéric",M
93699,"Baptiste, Thomas",M
93861,"Bara, Fausto",M
93900,"Barabas, Zoltan",M
93994,"Baragrey, John",M
93997,"Barahal, George",M
94039,"Barajas, Fausto",M
94070,"Barak, Ari",M
94093,"Baraka, Amiri",M
94100,"Baraka, Weusi",M
94123,"Baraker, Gábor",M
94126,"Barakhtin, Valeri",M
94195,"Baran, Edward",M
94237,"Barandes, Harry",M
94278,"Baranov, Aleksandr (II)",M
94423,"Barathieu, Jean-Paul",M
94451,"Baratta, Tomasino",M
94547,"Barba, Norberto",M
94594,"Barbagallo, Angelo",M
94627,"Barban, Jean-Claude",M
94716,"Barbaro, Michael",M
94728,"Barbarossa, Joscik",M
94796,"Barbe, Michel",M
94819,"Barbee, Buzz",M
94875,"Barber, Bobby",M
94888,"Barber, Charles (I)",M
94902,"Barber, Clayton J.",M
94922,"Barber, David (II)",M
95046,"Barber, Nigel",M
95050,"Barber, Paul (I)",M
95125,"Barber, Zorie",M
95142,"Barbera, Joseph",M
95144,"Barbera, Laurence",M
95147,"Barbera, Michael",M
95149,"Barbera, Norman",M
95160,"Barberet, Bernard",M
95176,"Barberini, Urbano",M
95207,"Barbero, Higinio",M
95221,"Barbers, Stephen",M
95258,Barbette,M
95268,"Barbey, Michel",M
95276,"Barbi, Ciccio",M
95278,"Barbi, Vincent",M
95303,"Barbier, Christian (III)",M
95310,"Barbier, George",M
95318,"Barbier, Jean-Claude",M
95344,"Barbier, Stéphane",M
95429,"Barbin, Jean-Damien",M
95463,"Barbone, Ugo",M
95468,"Barboo, Luis",M
95506,"Barbosa, Blayn",M
95655,"Barbou, Jean-Pierre",M
95664,"Barbour, Bruce Paul",M
95688,"Barbour, Mike (I)",M
95690,"Barbour, Nathan A.",M
95705,"Barbour, Thomas",M
95706,"Barbour, Vincent",M
95727,"Barboza, Richard",M
95747,"Barbulescu, Constantin",M
95772,"Barbé, Marc",M
95822,"Barcellos, Joel",M
95962,"Barcis, Artur",M
95967,"Barckhoff, David",M
95970,Barclay,M
96011,"Barclay, David Alan",M
96014,"Barclay, Don",M
96039,"Barclay, Jered",M
96043,"Barclay, John (I)",M
96081,"Barclay, Steve (I)",M
96116,"Barcroft, Roy",M
96152,"Bard, Ben",M
96177,"Bard, Ralph",M
96280,"Bardem, Carlos",M
96282,"Bardem, Javier",M
96287,"Bardem, Rafael (I)",M
96329,"Bardette, Trevor",M
96337,"Bardha, Ele",M
96385,"Bardini, Aleksander",M
96412,"Bardock, Matt",M
96416,"Bardol, Daniel",M
96430,"Bardon, John",M
96453,"Bardrick, Kurt",M
96462,"Bardsley, Grant",M
96491,"Bardwell, William",M
96508,"Bare II, Frank L.",M
96546,"Bareham, Adam",M
96629,"Barenholtz, Ben",M
96638,"Barer, Marshall (II)",M
96679,"Baretto, Baron",M
96733,"Barford, Ian",M
96747,"Barg, Thomas",M
96752,"Bargache, Abderrahim",M
96780,"Barge, Gene",M
96796,"Bargeld, Blixa",M
96801,"Bargeman, Gregory",M
96879,"Barglof, Dennis",M
96892,"Bargonetti, Steve",M
96921,"Barham, Lewis Charles",M
96945,"Barhydt, Frank (II)",M
97004,"Barie, B.J.",M
97063,"Barillaro, William",M
97112,"Baringo, José Luis",M
97123,"Barinov, G.",M
97146,"Barish, Howard",M
97148,"Barish, Keith",M
97150,"Barish, Todd",M
97278,"Barker III, Richard W.",M
97285,"Barker, Abe",M
97286,"Barker, Adam (II)",M
97296,"Barker, Ambrose",M
97317,"Barker, Bob (I)",M
97329,"Barker, Brian (I)",M
97353,"Barker, Clive (I)",M
97391,"Barker, Don (I)",M
97397,"Barker, Edhem",M
97413,"Barker, Gary (I)",M
97430,"Barker, Guy (II)",M
97435,"Barker, Howard (II)",M
97512,"Barker, Lex (I)",M
97523,"Barker, Marvin",M
97596,"Barker, Rick (I)",M
97612,"Barker, Ron (I)",M
97632,"Barker, Simon (I)",M
97648,"Barker, Tim (I)",M
97661,"Barker, Travis",M
97715,"Barkhordarian, Samson",M
97747,"Barklem, Nick",M
97750,Barkley,M
97756,"Barkley, Charles",M
97868,"Barkwill, Scott",M
97870,"Barkworth, Peter",M
97941,"Barley, Craig",M
97956,"Barlick, Al",M
97971,"Barlocci, Guido",M
97978,"Barlotti, Louis",M
97997,"Barlow, Barrymore",M
98036,"Barlow, Don",M
98040,"Barlow, Eric (I)",M
98065,"Barlow, John Perry",M
98096,"Barlow, Patrick",M
98098,"Barlow, Ray",M
98100,"Barlow, Reginald (I)",M
